STATUS;VALID_ON;LOT_TYPE_FK;IDE_POSITION_REF;IDE_INTERNAL_PARTY_REF;TYP_DC_INDICATOR;CCY_ISO_CURRENCY;OCA_AMOUNT;RCA_AMOUNT;TYP_AMOUNT;DTE_VALUE;IDE_SCENARIO_FK;AUDIT_INFO
5;20231231;1;POS_760951304711;CTP_CKV;2;EUR;26.43;26.43;20;1/01/2015;0;
5;20231231;1;POS_760952304720;CTP_CKV;2;EUR;12.12;12.12;20;1/02/2015;0;
5;20231231;1;POS_760953304729;CTP_CKV;2;EUR;441.65;441.65;20;1/03/2015;0;
5;20231231;1;POS_760954304738;CTP_CKV;2;EUR;441.65;441.65;20;1/03/2015;0;
5;20231231;1;POS_760955304848;CTP_CKV;2;EUR;10;10;20;1/03/2015;0;
5;20231231;1;POS_760956304857;CTP_CKV;2;EUR;10.78;10.78;20;1/04/2015;0;
5;20231231;1;POS_760957304866;CTP_CKV;2;EUR;12.07;12.07;20;15/05/2015;0;
5;20231231;1;POS_760958304875;CTP_CKV;2;EUR;698.36;698.36;20;1/06/2015;0;
5;20231231;1;POS_760959304884;CTP_CKV;2;EUR;2.8;2.8;20;1/06/2015;0;
5;20231231;1;POS_760960304893;CTP_CKV;2;EUR;159.2;159.2;20;15/06/2015;0;
5;20231231;1;POS_760961304805;CTP_CKV;2;EUR;7.2;7.2;20;1/07/2015;0;
5;20231231;1;POS_760962304814;CTP_CKV;2;EUR;240;240;20;1/07/2015;0;
5;20231231;1;POS_760963304823;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760964304832;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760965304841;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760966304850;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760967304859;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760968304868;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760969304877;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760970304886;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760971304895;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760972304807;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760973304816;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760974304825;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760975304834;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760976304843;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760977304852;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760978304861;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760979304870;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760980304879;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760981304888;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760982304800;CTP_CKV;2;EUR;4.98;4.98;20;1/08/2015;0;
5;20231231;1;POS_760983304809;CTP_CKV;2;EUR;3.17;3.17;20;1/09/2015;0;
5;20231231;1;POS_760984304919;CTP_CKV;2;EUR;2.49;2.49;20;1/10/2015;0;
5;20231231;1;POS_760985304928;CTP_CKV;2;EUR;0.82;0.82;20;1/11/2015;0;
5;20231231;1;POS_760986304937;CTP_CKV;2;EUR;0.2;0.2;20;1/12/2015;0;
5;20231231;1;POS_760987304946;CTP_CKV;2;EUR;2.5;2.5;20;1/01/2016;0;
5;20231231;1;POS_760988304955;CTP_CKV;2;EUR;2.28;2.28;20;1/02/2016;0;
5;20231231;1;POS_760989305166;CTP_CKV;2;EUR;66.92;66.92;20;15/08/2016;0;
