STATUS;VALID_ON;LOT_TYPE_FK;IDE_CG_REF;IDE_CRM_GROUP_REF;IDE_POSITION_REF;IDE_POSITION_TYPE;IDE_EXP_CPTY_REF;IDE_COL_CPTY_REF;RCA_COL_MAX
5;20231231;1;CRM_0950436_021645;CRM_0950436;POS_021645;3;;;
5;20231231;1;CRM_0950437_021649;CRM_0950437;POS_021649;3;;;
5;20231231;1;CRM_0950465_021734;CRM_0950465;POS_021734;3;;;
5;20231231;1;CRM_0950482_021790;CRM_0950482;POS_021790;3;;;
5;20231231;1;CRM_0950512_021861;CRM_0950512;POS_021861;3;;;
5;20231231;1;CRM_0950535_021926;CRM_0950535;POS_021926;3;;;
5;20231231;1;CRM_0950536_021932;CRM_0950536;POS_021932;3;;;
5;20231231;1;CRM_0950542_021944;CRM_0950542;POS_021944;3;;;
5;20231231;1;CRM_0950553_021969;CRM_0950553;POS_021969;3;;;
5;20231231;1;CRM_0950563_021995;CRM_0950563;POS_021995;3;;;
5;20231231;1;CRM_0950565_022003;CRM_0950565;POS_022003;3;;;
5;20231231;1;CRM_0950572_022018;CRM_0950572;POS_022018;3;;;
5;20231231;1;CRM_0950576_022031;CRM_0950576;POS_022031;3;;;
5;20231231;1;CRM_0950588_022063;CRM_0950588;POS_022063;3;;;
5;20231231;1;CRM_0950599_022087;CRM_0950599;POS_022087;3;;;
5;20231231;1;CRM_0950600_022089;CRM_0950600;POS_022089;3;;;
5;20231231;1;CRM_0950603_022094;CRM_0950603;POS_022094;3;;;
5;20231231;1;CRM_0950605_022096;CRM_0950605;POS_022096;3;;;
5;20231231;1;CRM_0950606_022099;CRM_0950606;POS_022099;3;;;
5;20231231;1;CRM_0950634_022165;CRM_0950634;POS_022165;3;;;
5;20231231;1;CRM_0950636_022169;CRM_0950636;POS_022169;3;;;
5;20231231;1;CRM_0950645_022183;CRM_0950645;POS_022183;3;;;
5;20231231;1;CRM_0950649_022192;CRM_0950649;POS_022192;3;;;
5;20231231;1;CRM_0950660_022216;CRM_0950660;POS_022216;3;;;
5;20231231;1;CRM_0950671_022245;CRM_0950671;POS_022245;3;;;
5;20231231;1;CRM_0950672_022249;CRM_0950672;POS_022249;3;;;
5;20231231;1;CRM_0950693_022302;CRM_0950693;POS_022302;3;;;
5;20231231;1;CRM_0950699_022313;CRM_0950699;POS_022313;3;;;
5;20231231;1;CRM_0950703_022318;CRM_0950703;POS_022318;3;;;
5;20231231;1;CRM_0950712_022338;CRM_0950712;POS_022338;3;;;
5;20231231;1;CRM_0950720_022358;CRM_0950720;POS_022358;3;;;
5;20231231;1;CRM_0950727_022374;CRM_0950727;POS_022374;3;;;
5;20231231;1;CRM_0950730_022386;CRM_0950730;POS_022386;3;;;
5;20231231;1;CRM_0950731_022388;CRM_0950731;POS_022388;3;;;
5;20231231;1;CRM_0950737_022399;CRM_0950737;POS_022399;3;;;
5;20231231;1;CRM_0950742_022414;CRM_0950742;POS_022414;3;;;
5;20231231;1;CRM_0950743_022415;CRM_0950743;POS_022415;3;;;
5;20231231;1;CRM_0950751_022432;CRM_0950751;POS_022432;3;;;
5;20231231;1;CRM_0950753_022437;CRM_0950753;POS_022437;3;;;
5;20231231;1;CRM_0950754_022439;CRM_0950754;POS_022439;3;;;
5;20231231;1;CRM_0950763_022460;CRM_0950763;POS_022460;3;;;
5;20231231;1;CRM_0950765_022464;CRM_0950765;POS_022464;3;;;
5;20231231;1;CRM_0950774_022478;CRM_0950774;POS_022478;3;;;
5;20231231;1;CRM_0950775_022479;CRM_0950775;POS_022479;3;;;
5;20231231;1;CRM_0950776_022481;CRM_0950776;POS_022481;3;;;
5;20231231;1;CRM_0950777_022482;CRM_0950777;POS_022482;3;;;
5;20231231;1;CRM_0950787_022494;CRM_0950787;POS_022494;3;;;
5;20231231;1;CRM_0950789_022496;CRM_0950789;POS_022496;3;;;
5;20231231;1;CRM_0950790_022497;CRM_0950790;POS_022497;3;;;
5;20231231;1;CRM_0950799_022517;CRM_0950799;POS_022517;3;;;
5;20231231;1;CRM_0950806_022529;CRM_0950806;POS_022529;3;;;
5;20231231;1;CRM_0950809_022533;CRM_0950809;POS_022533;3;;;
5;20231231;1;CRM_0950811_022538;CRM_0950811;POS_022538;3;;;
5;20231231;1;CRM_0950812_022542;CRM_0950812;POS_022542;3;;;
5;20231231;1;CRM_0950820_022561;CRM_0950820;POS_022561;3;;;
5;20231231;1;CRM_0950827_022575;CRM_0950827;POS_022575;3;;;
5;20231231;1;CRM_0950829_022577;CRM_0950829;POS_022577;3;;;
5;20231231;1;CRM_0950839_022602;CRM_0950839;POS_022602;3;;;
5;20231231;1;CRM_0950845_022610;CRM_0950845;POS_022610;3;;;
5;20231231;1;CRM_0950848_022614;CRM_0950848;POS_022614;3;;;
5;20231231;1;CRM_0950854_022628;CRM_0950854;POS_022628;3;;;
5;20231231;1;CRM_0950861_022645;CRM_0950861;POS_022645;3;;;
5;20231231;1;CRM_0950866_022653;CRM_0950866;POS_022653;3;;;
5;20231231;1;CRM_0950869_022657;CRM_0950869;POS_022657;3;;;
5;20231231;1;CRM_0950871_022660;CRM_0950871;POS_022660;3;;;
5;20231231;1;CRM_0950875_022667;CRM_0950875;POS_022667;3;;;
5;20231231;1;CRM_0950901_022716;CRM_0950901;POS_022716;3;;;
5;20231231;1;CRM_0950918_022742;CRM_0950918;POS_022742;3;;;
5;20231231;1;CRM_0950941_022782;CRM_0950941;POS_022782;3;;;
5;20231231;1;CRM_0950943_022784;CRM_0950943;POS_022784;3;;;
5;20231231;1;CRM_0950948_022793;CRM_0950948;POS_022793;3;;;
5;20231231;1;CRM_0950950_022798;CRM_0950950;POS_022798;3;;;
5;20231231;1;CRM_0950968_022834;CRM_0950968;POS_022834;3;;;
5;20231231;1;CRM_0950973_022851;CRM_0950973;POS_022851;3;;;
5;20231231;1;CRM_0950981_022861;CRM_0950981;POS_022861;3;;;
5;20231231;1;CRM_0950985_022866;CRM_0950985;POS_022866;3;;;
5;20231231;1;CRM_0951002_022900;CRM_0951002;POS_022900;3;;;
5;20231231;1;CRM_0951018_022931;CRM_0951018;POS_022931;3;;;
5;20231231;1;CRM_0951038_022973;CRM_0951038;POS_022973;3;;;
5;20231231;1;CRM_0951045_022985;CRM_0951045;POS_022985;3;;;
5;20231231;1;CRM_0951051_022998;CRM_0951051;POS_022998;3;;;
5;20231231;1;CRM_0951085_023048;CRM_0951085;POS_023048;3;;;
5;20231231;1;CRM_0951093_023061;CRM_0951093;POS_023061;3;;;
5;20231231;1;CRM_0951096_023068;CRM_0951096;POS_023068;3;;;
5;20231231;1;CRM_0951118_023107;CRM_0951118;POS_023107;3;;;
5;20231231;1;CRM_0951125_023124;CRM_0951125;POS_023124;3;;;
5;20231231;1;CRM_0951129_023130;CRM_0951129;POS_023130;3;;;
5;20231231;1;CRM_0951133_023137;CRM_0951133;POS_023137;3;;;
5;20231231;1;CRM_0951144_023150;CRM_0951144;POS_023150;3;;;
5;20231231;1;CRM_0951151_023168;CRM_0951151;POS_023168;3;;;
5;20231231;1;CRM_0951158_023175;CRM_0951158;POS_023175;3;;;
5;20231231;1;CRM_0951161_023179;CRM_0951161;POS_023179;3;;;
5;20231231;1;CRM_0951179_023204;CRM_0951179;POS_023204;3;;;
5;20231231;1;CRM_0951195_023232;CRM_0951195;POS_023232;3;;;
5;20231231;1;CRM_0951215_023257;CRM_0951215;POS_023257;3;;;
5;20231231;1;CRM_0951217_023259;CRM_0951217;POS_023259;3;;;
5;20231231;1;CRM_0951231_023278;CRM_0951231;POS_023278;3;;;
5;20231231;1;CRM_0951247_023298;CRM_0951247;POS_023298;3;;;
5;20231231;1;CRM_0951250_023301;CRM_0951250;POS_023301;3;;;
5;20231231;1;CRM_0951251_023302;CRM_0951251;POS_023302;3;;;
5;20231231;1;CRM_0951254_023306;CRM_0951254;POS_023306;3;;;
5;20231231;1;CRM_0951257_023309;CRM_0951257;POS_023309;3;;;
5;20231231;1;CRM_0951260_023314;CRM_0951260;POS_023314;3;;;
5;20231231;1;CRM_0951275_023333;CRM_0951275;POS_023333;3;;;
5;20231231;1;CRM_0951303_023365;CRM_0951303;POS_023365;3;;;
5;20231231;1;CRM_0951311_023373;CRM_0951311;POS_023373;3;;;
5;20231231;1;CRM_0951318_023381;CRM_0951318;POS_023381;3;;;
5;20231231;1;CRM_0951339_023403;CRM_0951339;POS_023403;3;;;
5;20231231;1;CRM_0951349_023414;CRM_0951349;POS_023414;3;;;
5;20231231;1;CRM_0951350_023415;CRM_0951350;POS_023415;3;;;
5;20231231;1;CRM_0951377_023444;CRM_0951377;POS_023444;3;;;
5;20231231;1;CRM_0951389_023456;CRM_0951389;POS_023456;3;;;
5;20231231;1;CRM_0951392_023459;CRM_0951392;POS_023459;3;;;
5;20231231;1;CRM_0951393_023460;CRM_0951393;POS_023460;3;;;
5;20231231;1;CRM_0951396_023463;CRM_0951396;POS_023463;3;;;
5;20231231;1;CRM_0951399_023466;CRM_0951399;POS_023466;3;;;
5;20231231;1;CRM_0951404_023472;CRM_0951404;POS_023472;3;;;
5;20231231;1;CRM_0951416_023485;CRM_0951416;POS_023485;3;;;
5;20231231;1;CRM_0951420_023489;CRM_0951420;POS_023489;3;;;
5;20231231;1;CRM_0951425_023494;CRM_0951425;POS_023494;3;;;
5;20231231;1;CRM_0951429_023498;CRM_0951429;POS_023498;3;;;
5;20231231;1;CRM_0951439_023508;CRM_0951439;POS_023508;3;;;
5;20231231;1;CRM_0951443_023512;CRM_0951443;POS_023512;3;;;
5;20231231;1;CRM_0951444_023513;CRM_0951444;POS_023513;3;;;
5;20231231;1;CRM_0951445_023514;CRM_0951445;POS_023514;3;;;
5;20231231;1;CRM_0951455_023524;CRM_0951455;POS_023524;3;;;
5;20231231;1;CRM_0951463_023532;CRM_0951463;POS_023532;3;;;
5;20231231;1;CRM_0951471_023540;CRM_0951471;POS_023540;3;;;
5;20231231;1;CRM_0951491_023560;CRM_0951491;POS_023560;3;;;
5;20231231;1;CRM_0951496_023565;CRM_0951496;POS_023565;3;;;
5;20231231;1;CRM_0951498_023567;CRM_0951498;POS_023567;3;;;
5;20231231;1;CRM_0951502_023571;CRM_0951502;POS_023571;3;;;
5;20231231;1;CRM_0951507_023576;CRM_0951507;POS_023576;3;;;
5;20231231;1;CRM_0951514_023583;CRM_0951514;POS_023583;3;;;
5;20231231;1;CRM_0951516_023585;CRM_0951516;POS_023585;3;;;
5;20231231;1;CRM_0951527_023596;CRM_0951527;POS_023596;3;;;
5;20231231;1;CRM_0951528_023597;CRM_0951528;POS_023597;3;;;
5;20231231;1;CRM_0951538_023607;CRM_0951538;POS_023607;3;;;
5;20231231;1;CRM_0951542_023611;CRM_0951542;POS_023611;3;;;
5;20231231;1;CRM_0951544_023613;CRM_0951544;POS_023613;3;;;
5;20231231;1;CRM_0951548_023617;CRM_0951548;POS_023617;3;;;
5;20231231;1;CRM_0951554_023623;CRM_0951554;POS_023623;3;;;
5;20231231;1;CRM_0951558_023627;CRM_0951558;POS_023627;3;;;
5;20231231;1;CRM_0951564_023633;CRM_0951564;POS_023633;3;;;
5;20231231;1;CRM_0951565_023634;CRM_0951565;POS_023634;3;;;
5;20231231;1;CRM_0951567_023636;CRM_0951567;POS_023636;3;;;
5;20231231;1;CRM_0951571_023640;CRM_0951571;POS_023640;3;;;
5;20231231;1;CRM_0951575_023644;CRM_0951575;POS_023644;3;;;
5;20231231;1;CRM_0951576_023645;CRM_0951576;POS_023645;3;;;
5;20231231;1;CRM_0951580_023649;CRM_0951580;POS_023649;3;;;
5;20231231;1;CRM_0951591_023660;CRM_0951591;POS_023660;3;;;
5;20231231;1;CRM_0951599_023668;CRM_0951599;POS_023668;3;;;
5;20231231;1;CRM_0951603_023673;CRM_0951603;POS_023673;3;;;
5;20231231;1;CRM_0951612_023682;CRM_0951612;POS_023682;3;;;
5;20231231;1;CRM_0951625_023695;CRM_0951625;POS_023695;3;;;
5;20231231;1;CRM_0951631_023701;CRM_0951631;POS_023701;3;;;
5;20231231;1;CRM_0951634_023704;CRM_0951634;POS_023704;3;;;
5;20231231;1;CRM_0951639_023709;CRM_0951639;POS_023709;3;;;
5;20231231;1;CRM_0951643_023713;CRM_0951643;POS_023713;3;;;
5;20231231;1;CRM_0951645_023715;CRM_0951645;POS_023715;3;;;
5;20231231;1;CRM_0951652_023722;CRM_0951652;POS_023722;3;;;
5;20231231;1;CRM_0951658_023728;CRM_0951658;POS_023728;3;;;
5;20231231;1;CRM_0951660_023730;CRM_0951660;POS_023730;3;;;
5;20231231;1;CRM_0951671_023741;CRM_0951671;POS_023741;3;;;
5;20231231;1;CRM_0951674_023744;CRM_0951674;POS_023744;3;;;
5;20231231;1;CRM_0951691_023761;CRM_0951691;POS_023761;3;;;
5;20231231;1;CRM_0951692_023762;CRM_0951692;POS_023762;3;;;
5;20231231;1;CRM_0951696_023766;CRM_0951696;POS_023766;3;;;
5;20231231;1;CRM_0951702_023772;CRM_0951702;POS_023772;3;;;
5;20231231;1;CRM_0951703_023773;CRM_0951703;POS_023773;3;;;
5;20231231;1;CRM_0951708_023778;CRM_0951708;POS_023778;3;;;
5;20231231;1;CRM_0951718_023788;CRM_0951718;POS_023788;3;;;
5;20231231;1;CRM_0951721_023791;CRM_0951721;POS_023791;3;;;
5;20231231;1;CRM_0951726_023796;CRM_0951726;POS_023796;3;;;
5;20231231;1;CRM_0951727_023797;CRM_0951727;POS_023797;3;;;
5;20231231;1;CRM_0951728_023798;CRM_0951728;POS_023798;3;;;
5;20231231;1;CRM_0951736_023806;CRM_0951736;POS_023806;3;;;
5;20231231;1;CRM_0951738_023808;CRM_0951738;POS_023808;3;;;
5;20231231;1;CRM_0951743_023813;CRM_0951743;POS_023813;3;;;
5;20231231;1;CRM_0951745_023815;CRM_0951745;POS_023815;3;;;
5;20231231;1;CRM_0951747_023817;CRM_0951747;POS_023817;3;;;
5;20231231;1;CRM_0951751_023821;CRM_0951751;POS_023821;3;;;
5;20231231;1;CRM_0951753_023823;CRM_0951753;POS_023823;3;;;
5;20231231;1;CRM_0951763_023833;CRM_0951763;POS_023833;3;;;
5;20231231;1;CRM_0951767_023837;CRM_0951767;POS_023837;3;;;
5;20231231;1;CRM_0951774_023844;CRM_0951774;POS_023844;3;;;
5;20231231;1;CRM_0951776_023846;CRM_0951776;POS_023846;3;;;
5;20231231;1;CRM_0951778_023848;CRM_0951778;POS_023848;3;;;
5;20231231;1;CRM_0951784_023854;CRM_0951784;POS_023854;3;;;
5;20231231;1;CRM_0951799_023869;CRM_0951799;POS_023869;3;;;
5;20231231;1;CRM_0951806_023876;CRM_0951806;POS_023876;3;;;
5;20231231;1;CRM_0951810_023880;CRM_0951810;POS_023880;3;;;
5;20231231;1;CRM_0951814_023884;CRM_0951814;POS_023884;3;;;
5;20231231;1;CRM_0951816_023886;CRM_0951816;POS_023886;3;;;
5;20231231;1;CRM_0951818_023888;CRM_0951818;POS_023888;3;;;
5;20231231;1;CRM_0951822_023892;CRM_0951822;POS_023892;3;;;
5;20231231;1;CRM_0951837_023907;CRM_0951837;POS_023907;3;;;
5;20231231;1;CRM_0951844_023914;CRM_0951844;POS_023914;3;;;
5;20231231;1;CRM_0951854_023924;CRM_0951854;POS_023924;3;;;
5;20231231;1;CRM_0951864_023939;CRM_0951864;POS_023939;3;;;
5;20231231;1;CRM_0951867_023943;CRM_0951867;POS_023943;3;;;
5;20231231;1;CRM_0951873_023945;CRM_0951873;POS_023945;3;;;
5;20231231;1;CRM_0950008_023951;CRM_0950008;POS_023951;3;;;
5;20231231;1;CRM_0950011_023954;CRM_0950011;POS_023954;3;;;
5;20231231;1;CRM_0950013_023956;CRM_0950013;POS_023956;3;;;
5;20231231;1;CRM_0951880_023968;CRM_0951880;POS_023968;3;;;
5;20231231;1;CRM_0951882_023970;CRM_0951882;POS_023970;3;;;
5;20231231;1;CRM_0951885_023973;CRM_0951885;POS_023973;3;;;
5;20231231;1;CRM_0951894_023982;CRM_0951894;POS_023982;3;;;
5;20231231;1;CRM_0951894_023983;CRM_0951894;POS_023983;3;;;
5;20231231;1;CRM_0951895_023984;CRM_0951895;POS_023984;3;;;
5;20231231;1;CRM_0951909_023999;CRM_0951909;POS_023999;3;;;
5;20231231;1;CRM_0951923_024015;CRM_0951923;POS_024015;3;;;
5;20231231;1;CRM_0951925_024017;CRM_0951925;POS_024017;3;;;
5;20231231;1;CRM_0951942_024036;CRM_0951942;POS_024036;3;;;
5;20231231;1;CRM_0952150_024039;CRM_0952150;POS_024039;3;;;
5;20231231;1;CRM_0952150_024040;CRM_0952150;POS_024040;3;;;
5;20231231;1;CRM_0952159_024049;CRM_0952159;POS_024049;3;;;
5;20231231;1;CRM_0952159_024050;CRM_0952159;POS_024050;3;;;
5;20231231;1;CRM_0952163_024054;CRM_0952163;POS_024054;3;;;
5;20231231;1;CRM_0952164_024055;CRM_0952164;POS_024055;3;;;
5;20231231;1;CRM_0952170_024062;CRM_0952170;POS_024062;3;;;
5;20231231;1;CRM_0952172_024064;CRM_0952172;POS_024064;3;;;
5;20231231;1;CRM_0952177_024069;CRM_0952177;POS_024069;3;;;
5;20231231;1;CRM_0952192_024086;CRM_0952192;POS_024086;3;;;
5;20231231;1;CRM_0952205_024100;CRM_0952205;POS_024100;3;;;
5;20231231;1;CRM_0952206_024101;CRM_0952206;POS_024101;3;;;
5;20231231;1;CRM_0952214_024109;CRM_0952214;POS_024109;3;;;
5;20231231;1;CRM_0952229_024124;CRM_0952229;POS_024124;3;;;
5;20231231;1;CRM_0952230_024125;CRM_0952230;POS_024125;3;;;
5;20231231;1;CRM_0952231_024126;CRM_0952231;POS_024126;3;;;
5;20231231;1;CRM_0952254_024153;CRM_0952254;POS_024153;3;;;
5;20231231;1;CRM_0952271_024172;CRM_0952271;POS_024172;3;;;
5;20231231;1;CRM_0952272_024173;CRM_0952272;POS_024173;3;;;
5;20231231;1;CRM_0952273_024174;CRM_0952273;POS_024174;3;;;
5;20231231;1;CRM_0952288_024189;CRM_0952288;POS_024189;3;;;
5;20231231;1;CRM_0952293_024195;CRM_0952293;POS_024195;3;;;
5;20231231;1;CRM_0952306_024208;CRM_0952306;POS_024208;3;;;
5;20231231;1;CRM_0952314_024217;CRM_0952314;POS_024217;3;;;
5;20231231;1;CRM_0952320_024223;CRM_0952320;POS_024223;3;;;
5;20231231;1;CRM_0952321_024224;CRM_0952321;POS_024224;3;;;
5;20231231;1;CRM_0952328_024233;CRM_0952328;POS_024233;3;;;
5;20231231;1;CRM_0952336_024243;CRM_0952336;POS_024243;3;;;
5;20231231;1;CRM_0952338_024245;CRM_0952338;POS_024245;3;;;
5;20231231;1;CRM_0952341_024248;CRM_0952341;POS_024248;3;;;
5;20231231;1;CRM_0952342_024249;CRM_0952342;POS_024249;3;;;
5;20231231;1;CRM_0952349_024256;CRM_0952349;POS_024256;3;;;
5;20231231;1;CRM_0952355_024263;CRM_0952355;POS_024263;3;;;
5;20231231;1;CRM_0952356_024264;CRM_0952356;POS_024264;3;;;
5;20231231;1;CRM_0952357_024265;CRM_0952357;POS_024265;3;;;
5;20231231;1;CRM_0952381_024290;CRM_0952381;POS_024290;3;;;
5;20231231;1;CRM_0952382_024291;CRM_0952382;POS_024291;3;;;
5;20231231;1;CRM_0952385_024294;CRM_0952385;POS_024294;3;;;
5;20231231;1;CRM_0952388_024297;CRM_0952388;POS_024297;3;;;
5;20231231;1;CRM_0952401_024312;CRM_0952401;POS_024312;3;;;
5;20231231;1;CRM_0952403_024315;CRM_0952403;POS_024315;3;;;
5;20231231;1;CRM_0952427_024342;CRM_0952427;POS_024342;3;;;
5;20231231;1;CRM_0952463_024345;CRM_0952463;POS_024345;3;;;
5;20231231;1;CRM_0952464_024346;CRM_0952464;POS_024346;3;;;
5;20231231;1;CRM_0952465_024347;CRM_0952465;POS_024347;3;;;
5;20231231;1;CRM_0952467_024349;CRM_0952467;POS_024349;3;;;
5;20231231;1;CRM_0952467_024350;CRM_0952467;POS_024350;3;;;
5;20231231;1;CRM_0952483_024366;CRM_0952483;POS_024366;3;;;
5;20231231;1;CRM_0952484_024367;CRM_0952484;POS_024367;3;;;
5;20231231;1;CRM_0952488_024371;CRM_0952488;POS_024371;3;;;
5;20231231;1;CRM_0952500_024383;CRM_0952500;POS_024383;3;;;
5;20231231;1;CRM_0952517_024402;CRM_0952517;POS_024402;3;;;
5;20231231;1;CRM_0952525_024410;CRM_0952525;POS_024410;3;;;
5;20231231;1;CRM_0952527_024412;CRM_0952527;POS_024412;3;;;
5;20231231;1;CRM_0952528_024413;CRM_0952528;POS_024413;3;;;
5;20231231;1;CRM_0952529_024414;CRM_0952529;POS_024414;3;;;
5;20231231;1;CRM_0952535_024420;CRM_0952535;POS_024420;3;;;
5;20231231;1;CRM_0952539_024424;CRM_0952539;POS_024424;3;;;
5;20231231;1;CRM_0952544_024429;CRM_0952544;POS_024429;3;;;
5;20231231;1;CRM_0952549_024434;CRM_0952549;POS_024434;3;;;
5;20231231;1;CRM_0952554_024440;CRM_0952554;POS_024440;3;;;
5;20231231;1;CRM_0952562_024450;CRM_0952562;POS_024450;3;;;
5;20231231;1;CRM_0952572_024460;CRM_0952572;POS_024460;3;;;
5;20231231;1;CRM_0952572_024461;CRM_0952572;POS_024461;3;;;
5;20231231;1;CRM_0952573_024462;CRM_0952573;POS_024462;3;;;
5;20231231;1;CRM_0952575_024464;CRM_0952575;POS_024464;3;;;
5;20231231;1;CRM_0952585_024476;CRM_0952585;POS_024476;3;;;
5;20231231;1;CRM_0952586_024477;CRM_0952586;POS_024477;3;;;
5;20231231;1;CRM_0952588_024479;CRM_0952588;POS_024479;3;;;
5;20231231;1;CRM_0952590_024481;CRM_0952590;POS_024481;3;;;
5;20231231;1;CRM_0952602_024495;CRM_0952602;POS_024495;3;;;
5;20231231;1;CRM_0952603_024496;CRM_0952603;POS_024496;3;;;
5;20231231;1;CRM_0952610_024503;CRM_0952610;POS_024503;3;;;
5;20231231;1;CRM_0952624_024518;CRM_0952624;POS_024518;3;;;
5;20231231;1;CRM_0952624_024519;CRM_0952624;POS_024519;3;;;
5;20231231;1;CRM_0952629_024525;CRM_0952629;POS_024525;3;;;
5;20231231;1;CRM_0952654_024554;CRM_0952654;POS_024554;3;;;
5;20231231;1;CRM_0952660_024561;CRM_0952660;POS_024561;3;;;
5;20231231;1;CRM_0952663_024564;CRM_0952663;POS_024564;3;;;
5;20231231;1;CRM_0952671_024574;CRM_0952671;POS_024574;3;;;
5;20231231;1;CRM_0952682_024587;CRM_0952682;POS_024587;3;;;
5;20231231;1;CRM_0952684_024589;CRM_0952684;POS_024589;3;;;
5;20231231;1;CRM_0952685_024590;CRM_0952685;POS_024590;3;;;
5;20231231;1;CRM_0952689_024594;CRM_0952689;POS_024594;3;;;
5;20231231;1;CRM_0952690_024595;CRM_0952690;POS_024595;3;;;
5;20231231;1;CRM_0952703_024611;CRM_0952703;POS_024611;3;;;
5;20231231;1;CRM_0952772_024631;CRM_0952772;POS_024631;3;;;
5;20231231;1;CRM_0952773_024632;CRM_0952773;POS_024632;3;;;
5;20231231;1;CRM_0952775_024634;CRM_0952775;POS_024634;3;;;
5;20231231;1;CRM_0952780_024639;CRM_0952780;POS_024639;3;;;
5;20231231;1;CRM_0952791_024653;CRM_0952791;POS_024653;3;;;
5;20231231;1;CRM_0952794_024656;CRM_0952794;POS_024656;3;;;
5;20231231;1;CRM_0952800_024663;CRM_0952800;POS_024663;3;;;
5;20231231;1;CRM_0952806_024671;CRM_0952806;POS_024671;3;;;
5;20231231;1;CRM_0952810_024675;CRM_0952810;POS_024675;3;;;
5;20231231;1;CRM_0952819_024684;CRM_0952819;POS_024684;3;;;
5;20231231;1;CRM_0952823_024689;CRM_0952823;POS_024689;3;;;
5;20231231;1;CRM_0952833_024701;CRM_0952833;POS_024701;3;;;
5;20231231;1;CRM_0952834_024702;CRM_0952834;POS_024702;3;;;
5;20231231;1;CRM_0952835_024704;CRM_0952835;POS_024704;3;;;
5;20231231;1;CRM_0952845_024714;CRM_0952845;POS_024714;3;;;
5;20231231;1;CRM_0952845_024715;CRM_0952845;POS_024715;3;;;
5;20231231;1;CRM_0952855_024725;CRM_0952855;POS_024725;3;;;
5;20231231;1;CRM_0952870_024742;CRM_0952870;POS_024742;3;;;
5;20231231;1;CRM_0952877_024749;CRM_0952877;POS_024749;3;;;
5;20231231;1;CRM_0952878_024751;CRM_0952878;POS_024751;3;;;
5;20231231;1;CRM_0952879_024752;CRM_0952879;POS_024752;3;;;
5;20231231;1;CRM_0952880_024753;CRM_0952880;POS_024753;3;;;
5;20231231;1;CRM_0952885_024758;CRM_0952885;POS_024758;3;;;
5;20231231;1;CRM_0952887_024760;CRM_0952887;POS_024760;3;;;
5;20231231;1;CRM_0952889_024763;CRM_0952889;POS_024763;3;;;
5;20231231;1;CRM_0952896_024771;CRM_0952896;POS_024771;3;;;
5;20231231;1;CRM_0952898_024773;CRM_0952898;POS_024773;3;;;
5;20231231;1;CRM_0952899_024774;CRM_0952899;POS_024774;3;;;
5;20231231;1;CRM_0952901_024776;CRM_0952901;POS_024776;3;;;
5;20231231;1;CRM_0952902_024777;CRM_0952902;POS_024777;3;;;
5;20231231;1;CRM_0952910_024785;CRM_0952910;POS_024785;3;;;
5;20231231;1;CRM_0952910_024786;CRM_0952910;POS_024786;3;;;
5;20231231;1;CRM_0952915_024791;CRM_0952915;POS_024791;3;;;
5;20231231;1;CRM_0952924_024804;CRM_0952924;POS_024804;3;;;
5;20231231;1;CRM_0952930_024810;CRM_0952930;POS_024810;3;;;
5;20231231;1;CRM_0952934_024814;CRM_0952934;POS_024814;3;;;
5;20231231;1;CRM_0952938_024818;CRM_0952938;POS_024818;3;;;
5;20231231;1;CRM_0952957_024839;CRM_0952957;POS_024839;3;;;
5;20231231;1;CRM_0952957_024840;CRM_0952957;POS_024840;3;;;
5;20231231;1;CRM_0952958_024841;CRM_0952958;POS_024841;3;;;
5;20231231;1;CRM_0952964_024847;CRM_0952964;POS_024847;3;;;
5;20231231;1;CRM_0952970_024856;CRM_0952970;POS_024856;3;;;
5;20231231;1;CRM_0952970_024857;CRM_0952970;POS_024857;3;;;
5;20231231;1;CRM_0952974_024861;CRM_0952974;POS_024861;3;;;
5;20231231;1;CRM_0952988_024878;CRM_0952988;POS_024878;3;;;
5;20231231;1;CRM_0952996_024887;CRM_0952996;POS_024887;3;;;
5;20231231;1;CRM_0953005_024899;CRM_0953005;POS_024899;3;;;
5;20231231;1;CRM_0953009_024904;CRM_0953009;POS_024904;3;;;
5;20231231;1;CRM_0953009_024905;CRM_0953009;POS_024905;3;;;
5;20231231;1;CRM_0953010_024906;CRM_0953010;POS_024906;3;;;
5;20231231;1;CRM_0953013_024909;CRM_0953013;POS_024909;3;;;
5;20231231;1;CRM_0953015_024911;CRM_0953015;POS_024911;3;;;
5;20231231;1;CRM_0953016_024912;CRM_0953016;POS_024912;3;;;
5;20231231;1;CRM_0953024_024921;CRM_0953024;POS_024921;3;;;
5;20231231;1;CRM_0953026_024924;CRM_0953026;POS_024924;3;;;
5;20231231;1;CRM_0953026_024925;CRM_0953026;POS_024925;3;;;
5;20231231;1;CRM_0953027_024926;CRM_0953027;POS_024926;3;;;
5;20231231;1;CRM_0953033_024932;CRM_0953033;POS_024932;3;;;
5;20231231;1;CRM_0953034_024933;CRM_0953034;POS_024933;3;;;
5;20231231;1;CRM_0953054_024955;CRM_0953054;POS_024955;3;;;
5;20231231;1;CRM_0953057_024958;CRM_0953057;POS_024958;3;;;
5;20231231;1;CRM_0953059_024960;CRM_0953059;POS_024960;3;;;
5;20231231;1;CRM_0953059_024961;CRM_0953059;POS_024961;3;;;
5;20231231;1;CRM_0953061_024963;CRM_0953061;POS_024963;3;;;
