STATUS;VALID_ON;LOT_TYPE_FK;IDE_LIMIT_REF;CDE_C013;RCA_INCREASING_AMOUNT;TYP_CP_MOB_CD;TYP_COND_CREDIT;TYP_OWN_FUND_GUAR;PRD_PRODUCT;CDE_C022;AUDIT_INFO
5;20240331;1;LIM_311746;;;;2;;;;
5;20240331;1;LIM_311747;;;;2;;;;
5;20240331;1;LIM_311749;;;;2;;;;
5;20240331;1;LIM_311750;;;;2;;;;
5;20240331;1;LIM_311751;;;;2;;;;
5;20240331;1;LIM_311752;;;;2;;;;
5;20240331;1;LIM_311753;;;;2;;;;
5;20240331;1;LIM_311754;;;;2;;;;
5;20240331;1;LIM_311756;;;;2;;;;
5;20240331;1;LIM_311758;;;;2;;;;
5;20240331;1;LIM_311759;;;;2;;;;
5;20240331;1;LIM_311762;;;;2;;;;
5;20240331;1;LIM_311763;;;;2;;;;
5;20240331;1;LIM_311764;;;;2;;;;
5;20240331;1;LIM_311766;;;;2;;;;
5;20240331;1;LIM_311767;;;;2;;;;
5;20240331;1;LIM_311769;;;;2;;;;
5;20240331;1;LIM_311771;;;;2;;;;
5;20240331;1;LIM_311772;;;;2;;;;
5;20240331;1;LIM_311774;;;;2;;;;
5;20240331;1;LIM_311775;;;;2;;;;
5;20240331;1;LIM_311776;;;;2;;;;
5;20240331;1;LIM_311778;;;;2;;;;
5;20240331;1;LIM_311779;;;;2;;;;
5;20240331;1;LIM_311780;;;;2;;;;
5;20240331;1;LIM_311781;;;;2;;;;
5;20240331;1;LIM_311782;;;;2;;;;
5;20240331;1;LIM_311783;;;;2;;;;
5;20240331;1;LIM_311787;;;;2;;;;
5;20240331;1;LIM_311788;;;;2;;;;
5;20240331;1;LIM_311789;;;;2;;;;
5;20240331;1;LIM_311791;;;;2;;;;
5;20240331;1;LIM_311794;;;;2;;;;
5;20240331;1;LIM_311796;;;;2;;;;
5;20240331;1;LIM_311797;;;;2;;;;
5;20240331;1;LIM_311798;;;;2;;;;
5;20240331;1;LIM_311800;;;;2;;;;
5;20240331;1;LIM_311801;;;;2;;;;
5;20240331;1;LIM_311802;;;;2;;;;
5;20240331;1;LIM_311803;;;;2;;;;
5;20240331;1;LIM_311804;;;;2;;;;
5;20240331;1;LIM_311806;;;;2;;;;
5;20240331;1;LIM_311807;;;;2;;;;
5;20240331;1;LIM_311808;;;;2;;;;
5;20240331;1;LIM_311810;;;;2;;;;
5;20240331;1;LIM_311812;;;;2;;;;
5;20240331;1;LIM_311813;;;;2;;;;
5;20240331;1;LIM_311815;;;;2;;;;
5;20240331;1;LIM_311817;;;;2;;;;
5;20240331;1;LIM_311818;;;;2;;;;
5;20240331;1;LIM_311819;;;;2;;;;
5;20240331;1;LIM_311820;;;;2;;;;
5;20240331;1;LIM_311822;;;;2;;;;
5;20240331;1;LIM_311824;;;;2;;;;
5;20240331;1;LIM_311825;;;;2;;;;
5;20240331;1;LIM_311826;;;;2;;;;
5;20240331;1;LIM_311830;;;;2;;;;
5;20240331;1;LIM_311831;;;;2;;;;
5;20240331;1;LIM_311833;;;;2;;;;
5;20240331;1;LIM_311835;;;;2;;;;
5;20240331;1;LIM_311837;;;;2;;;;
5;20240331;1;LIM_311838;;;;2;;;;
5;20240331;1;LIM_311841;;;;2;;;;
5;20240331;1;LIM_311842;;;;2;;;;
5;20240331;1;LIM_311843;;;;2;;;;
5;20240331;1;LIM_311844;;;;2;;;;
5;20240331;1;LIM_311846;;;;2;;;;
5;20240331;1;LIM_311848;;;;2;;;;
5;20240331;1;LIM_311850;;;;2;;;;
5;20240331;1;LIM_311852;;;;2;;;;
5;20240331;1;LIM_311853;;;;2;;;;
5;20240331;1;LIM_311855;;;;2;;;;
5;20240331;1;LIM_311856;;;;2;;;;
5;20240331;1;LIM_311858;;;;2;;;;
5;20240331;1;LIM_311859;;;;2;;;;
5;20240331;1;LIM_311860;;;;2;;;;
5;20240331;1;LIM_311862;;;;2;;;;
5;20240331;1;LIM_311864;;;;2;;;;
5;20240331;1;LIM_311865;;;;2;;;;
5;20240331;1;LIM_311867;;;;2;;;;
5;20240331;1;LIM_311868;;;;2;;;;
5;20240331;1;LIM_311869;;;;2;;;;
5;20240331;1;LIM_311871;;;;2;;;;
5;20240331;1;LIM_311873;;;;2;;;;
5;20240331;1;LIM_311874;;;;2;;;;
5;20240331;1;LIM_311875;;;;2;;;;
5;20240331;1;LIM_311877;;;;2;;;;
5;20240331;1;LIM_311878;;;;2;;;;
5;20240331;1;LIM_311879;;;;2;;;;
5;20240331;1;LIM_311882;;;;2;;;;
5;20240331;1;LIM_311883;;;;2;;;;
5;20240331;1;LIM_311885;;;;2;;;;
5;20240331;1;LIM_311886;;;;2;;;;
5;20240331;1;LIM_311887;;;;2;;;;
5;20240331;1;LIM_311888;;;;2;;;;
5;20240331;1;LIM_311889;;;;2;;;;
5;20240331;1;LIM_311891;;;;2;;;;
5;20240331;1;LIM_311892;;;;2;;;;
5;20240331;1;LIM_311894;;;;2;;;;
5;20240331;1;LIM_311895;;;;2;;;;
5;20240331;1;LIM_311896;;;;2;;;;
5;20240331;1;LIM_311898;;;;2;;;;
5;20240331;1;LIM_311901;;;;2;;;;
5;20240331;1;LIM_311902;;;;2;;;;
5;20240331;1;LIM_311903;;;;2;;;;
5;20240331;1;LIM_311905;;;;2;;;;
5;20240331;1;LIM_311906;;;;2;;;;
5;20240331;1;LIM_311907;;;;2;;;;
5;20240331;1;LIM_311908;;;;2;;;;
5;20240331;1;LIM_311910;;;;2;;;;
5;20240331;1;LIM_311912;;;;2;;;;
5;20240331;1;LIM_311914;;;;2;;;;
5;20240331;1;LIM_311915;;;;2;;;;
5;20240331;1;LIM_311916;;;;2;;;;
5;20240331;1;LIM_311917;;;;2;;;;
5;20240331;1;LIM_311918;;;;2;;;;
5;20240331;1;LIM_311919;;;;2;;;;
5;20240331;1;LIM_311920;;;;2;;;;
5;20240331;1;LIM_311922;;;;2;;;;
5;20240331;1;LIM_311924;;;;2;;;;
5;20240331;1;LIM_311925;;;;2;;;;
5;20240331;1;LIM_311926;;;;2;;;;
5;20240331;1;LIM_311927;;;;2;;;;
5;20240331;1;LIM_311928;;;;2;;;;
5;20240331;1;LIM_311930;;;;2;;;;
5;20240331;1;LIM_311932;;;;2;;;;
5;20240331;1;LIM_311933;;;;2;;;;
5;20240331;1;LIM_311935;;;;2;;;;
5;20240331;1;LIM_311936;;;;2;;;;
5;20240331;1;LIM_311937;;;;2;;;;
5;20240331;1;LIM_311938;;;;2;;;;
5;20240331;1;LIM_311942;;;;2;;;;
5;20240331;1;LIM_311943;;;;2;;;;
5;20240331;1;LIM_311944;;;;2;;;;
5;20240331;1;LIM_311945;;;;2;;;;
5;20240331;1;LIM_311946;;;;2;;;;
5;20240331;1;LIM_311947;;;;2;;;;
5;20240331;1;LIM_311949;;;;2;;;;
5;20240331;1;LIM_311950;;;;2;;;;
5;20240331;1;LIM_311951;;;;2;;;;
5;20240331;1;LIM_311952;;;;2;;;;
5;20240331;1;LIM_311953;;;;2;;;;
5;20240331;1;LIM_311955;;;;2;;;;
5;20240331;1;LIM_311959;;;;2;;;;
5;20240331;1;LIM_311960;;;;2;;;;
5;20240331;1;LIM_311961;;;;2;;;;
5;20240331;1;LIM_311963;;;;2;;;;
5;20240331;1;LIM_311964;;;;2;;;;
5;20240331;1;LIM_311965;;;;2;;;;
5;20240331;1;LIM_311966;;;;2;;;;
5;20240331;1;LIM_311967;;;;2;;;;
5;20240331;1;LIM_311969;;;;2;;;;
5;20240331;1;LIM_311970;;;;2;;;;
5;20240331;1;LIM_311972;;;;2;;;;
5;20240331;1;LIM_311974;;;;2;;;;
5;20240331;1;LIM_311975;;;;2;;;;
5;20240331;1;LIM_311978;;;;2;;;;
5;20240331;1;LIM_311979;;;;2;;;;
5;20240331;1;LIM_311980;;;;2;;;;
5;20240331;1;LIM_311981;;;;2;;;;
5;20240331;1;LIM_311983;;;;2;;;;
5;20240331;1;LIM_311984;;;;2;;;;
5;20240331;1;LIM_311985;;;;2;;;;
5;20240331;1;LIM_311986;;;;2;;;;
5;20240331;1;LIM_311987;;;;2;;;;
5;20240331;1;LIM_311988;;;;2;;;;
5;20240331;1;LIM_311989;;;;2;;;;
5;20240331;1;LIM_311991;;;;2;;;;
5;20240331;1;LIM_311992;;;;2;;;;
5;20240331;1;LIM_311993;;;;2;;;;
5;20240331;1;LIM_311994;;;;2;;;;
5;20240331;1;LIM_311995;;;;2;;;;
5;20240331;1;LIM_311996;;;;2;;;;
5;20240331;1;LIM_311997;;;;2;;;;
5;20240331;1;LIM_311998;;;;2;;;;
5;20240331;1;LIM_312000;;;;2;;;;
5;20240331;1;LIM_312002;;;;2;;;;
5;20240331;1;LIM_312004;;;;2;;;;
5;20240331;1;LIM_312005;;;;2;;;;
5;20240331;1;LIM_312006;;;;2;;;;
5;20240331;1;LIM_312007;;;;2;;;;
5;20240331;1;LIM_312008;;;;2;;;;
5;20240331;1;LIM_312010;;;;2;;;;
5;20240331;1;LIM_312012;;;;2;;;;
5;20240331;1;LIM_312014;;;;2;;;;
5;20240331;1;LIM_312016;;;;2;;;;
5;20240331;1;LIM_312019;;;;2;;;;
5;20240331;1;LIM_312020;;;;2;;;;
5;20240331;1;LIM_312022;;;;2;;;;
5;20240331;1;LIM_312023;;;;2;;;;
5;20240331;1;LIM_312025;;;;2;;;;
5;20240331;1;LIM_312027;;;;2;;;;
5;20240331;1;LIM_312028;;;;2;;;;
5;20240331;1;LIM_312029;;;;2;;;;
5;20240331;1;LIM_312030;;;;2;;;;
5;20240331;1;LIM_312031;;;;2;;;;
5;20240331;1;LIM_312034;;;;2;;;;
5;20240331;1;LIM_312035;;;;2;;;;
5;20240331;1;LIM_312036;;;;2;;;;
5;20240331;1;LIM_312037;;;;2;;;;
5;20240331;1;LIM_312038;;;;2;;;;
5;20240331;1;LIM_312039;;;;2;;;;
5;20240331;1;LIM_312040;;;;2;;;;
5;20240331;1;LIM_312041;;;;2;;;;
5;20240331;1;LIM_312042;;;;2;;;;
5;20240331;1;LIM_312044;;;;2;;;;
5;20240331;1;LIM_312045;;;;2;;;;
5;20240331;1;LIM_312046;;;;2;;;;
5;20240331;1;LIM_312047;;;;2;;;;
5;20240331;1;LIM_312049;;;;2;;;;
5;20240331;1;LIM_312050;;;;2;;;;
5;20240331;1;LIM_312052;;;;2;;;;
5;20240331;1;LIM_312053;;;;2;;;;
5;20240331;1;LIM_312055;;;;2;;;;
5;20240331;1;LIM_312057;;;;2;;;;
5;20240331;1;LIM_312058;;;;2;;;;
5;20240331;1;LIM_312059;;;;2;;;;
5;20240331;1;LIM_312060;;;;2;;;;
5;20240331;1;LIM_312061;;;;2;;;;
5;20240331;1;LIM_312062;;;;2;;;;
5;20240331;1;LIM_312063;;;;2;;;;
5;20240331;1;LIM_312065;;;;2;;;;
5;20240331;1;LIM_312066;;;;2;;;;
5;20240331;1;LIM_312067;;;;2;;;;
5;20240331;1;LIM_312068;;;;2;;;;
5;20240331;1;LIM_312069;;;;2;;;;
5;20240331;1;LIM_312070;;;;2;;;;
5;20240331;1;LIM_312072;;;;2;;;;
5;20240331;1;LIM_312074;;;;2;;;;
5;20240331;1;LIM_312075;;;;2;;;;
5;20240331;1;LIM_312076;;;;2;;;;
5;20240331;1;LIM_312077;;;;2;;;;
5;20240331;1;LIM_312079;;;;2;;;;
5;20240331;1;LIM_312080;;;;2;;;;
5;20240331;1;LIM_312082;;;;2;;;;
5;20240331;1;LIM_312083;;;;2;;;;
5;20240331;1;LIM_312084;;;;2;;;;
5;20240331;1;LIM_312085;;;;2;;;;
5;20240331;1;LIM_312087;;;;2;;;;
5;20240331;1;LIM_312089;;;;2;;;;
5;20240331;1;LIM_312091;;;;2;;;;
5;20240331;1;LIM_312092;;;;2;;;;
5;20240331;1;LIM_312093;;;;2;;;;
5;20240331;1;LIM_312094;;;;2;;;;
5;20240331;1;LIM_312096;;;;2;;;;
5;20240331;1;LIM_312097;;;;2;;;;
5;20240331;1;LIM_312098;;;;2;;;;
5;20240331;1;LIM_312099;;;;2;;;;
5;20240331;1;LIM_312100;;;;2;;;;
5;20240331;1;LIM_312101;;;;2;;;;
5;20240331;1;LIM_312102;;;;2;;;;
5;20240331;1;LIM_312104;;;;2;;;;
5;20240331;1;LIM_312105;;;;2;;;;
5;20240331;1;LIM_312107;;;;2;;;;
5;20240331;1;LIM_312108;;;;2;;;;
5;20240331;1;LIM_312109;;;;2;;;;
5;20240331;1;LIM_312110;;;;2;;;;
5;20240331;1;LIM_312111;;;;2;;;;
5;20240331;1;LIM_312112;;;;2;;;;
5;20240331;1;LIM_312114;;;;2;;;;
5;20240331;1;LIM_312115;;;;2;;;;
5;20240331;1;LIM_312116;;;;2;;;;
5;20240331;1;LIM_312118;;;;2;;;;
5;20240331;1;LIM_312119;;;;2;;;;
5;20240331;1;LIM_312120;;;;2;;;;
5;20240331;1;LIM_312122;;;;2;;;;
5;20240331;1;LIM_312123;;;;2;;;;
5;20240331;1;LIM_312124;;;;2;;;;
5;20240331;1;LIM_312125;;;;2;;;;
5;20240331;1;LIM_312126;;;;2;;;;
5;20240331;1;LIM_312128;;;;2;;;;
5;20240331;1;LIM_312130;;;;2;;;;
5;20240331;1;LIM_312132;;;;2;;;;
5;20240331;1;LIM_312133;;;;2;;;;
5;20240331;1;LIM_312134;;;;2;;;;
5;20240331;1;LIM_312135;;;;2;;;;
5;20240331;1;LIM_312137;;;;2;;;;
5;20240331;1;LIM_312138;;;;2;;;;
5;20240331;1;LIM_312139;;;;2;;;;
5;20240331;1;LIM_312140;;;;2;;;;
5;20240331;1;LIM_312141;;;;2;;;;
5;20240331;1;LIM_312142;;;;2;;;;
5;20240331;1;LIM_312143;;;;2;;;;
5;20240331;1;LIM_312144;;;;2;;;;
5;20240331;1;LIM_312146;;;;2;;;;
5;20240331;1;LIM_312147;;;;2;;;;
5;20240331;1;LIM_312148;;;;2;;;;
5;20240331;1;LIM_312149;;;;2;;;;
5;20240331;1;LIM_312151;;;;2;;;;
5;20240331;1;LIM_312152;;;;2;;;;
5;20240331;1;LIM_312153;;;;2;;;;
5;20240331;1;LIM_312154;;;;2;;;;
5;20240331;1;LIM_312155;;;;2;;;;
5;20240331;1;LIM_312156;;;;2;;;;
5;20240331;1;LIM_312157;;;;2;;;;
5;20240331;1;LIM_312159;;;;2;;;;
5;20240331;1;LIM_312160;;;;2;;;;
5;20240331;1;LIM_312161;;;;2;;;;
5;20240331;1;LIM_312164;;;;2;;;;
5;20240331;1;LIM_312165;;;;2;;;;
5;20240331;1;LIM_312166;;;;2;;;;
5;20240331;1;LIM_312167;;;;2;;;;
5;20240331;1;LIM_312168;;;;2;;;;
5;20240331;1;LIM_312169;;;;2;;;;
5;20240331;1;LIM_312171;;;;2;;;;
5;20240331;1;LIM_312172;;;;2;;;;
5;20240331;1;LIM_312173;;;;2;;;;
5;20240331;1;LIM_312175;;;;2;;;;
5;20240331;1;LIM_312177;;;;2;;;;
5;20240331;1;LIM_312178;;;;2;;;;
5;20240331;1;LIM_312179;;;;2;;;;
5;20240331;1;LIM_312180;;;;2;;;;
5;20240331;1;LIM_312181;;;;2;;;;
5;20240331;1;LIM_312182;;;;2;;;;
5;20240331;1;LIM_312183;;;;2;;;;
5;20240331;1;LIM_312184;;;;2;;;;
5;20240331;1;LIM_312185;;;;2;;;;
5;20240331;1;LIM_312187;;;;2;;;;
5;20240331;1;LIM_312188;;;;2;;;;
5;20240331;1;LIM_312190;;;;2;;;;
5;20240331;1;LIM_312192;;;;2;;;;
5;20240331;1;LIM_312193;;;;2;;;;
5;20240331;1;LIM_312194;;;;2;;;;
5;20240331;1;LIM_312195;;;;2;;;;
5;20240331;1;LIM_312196;;;;2;;;;
5;20240331;1;LIM_312197;;;;2;;;;
5;20240331;1;LIM_312198;;;;2;;;;
5;20240331;1;LIM_312199;;;;2;;;;
5;20240331;1;LIM_312200;;;;2;;;;
5;20240331;1;LIM_312201;;;;2;;;;
5;20240331;1;LIM_312203;;;;2;;;;
5;20240331;1;LIM_312204;;;;2;;;;
5;20240331;1;LIM_312205;;;;2;;;;
5;20240331;1;LIM_312206;;;;2;;;;
5;20240331;1;LIM_312207;;;;2;;;;
5;20240331;1;LIM_312208;;;;2;;;;
5;20240331;1;LIM_312209;;;;2;;;;
5;20240331;1;LIM_312211;;;;2;;;;
5;20240331;1;LIM_312212;;;;2;;;;
5;20240331;1;LIM_312213;;;;2;;;;
5;20240331;1;LIM_312216;;;;2;;;;
5;20240331;1;LIM_312217;;;;2;;;;
5;20240331;1;LIM_312219;;;;2;;;;
5;20240331;1;LIM_312221;;;;2;;;;
5;20240331;1;LIM_312222;;;;2;;;;
5;20240331;1;LIM_312223;;;;2;;;;
5;20240331;1;LIM_312224;;;;2;;;;
5;20240331;1;LIM_312225;;;;2;;;;
5;20240331;1;LIM_312226;;;;2;;;;
5;20240331;1;LIM_312227;;;;2;;;;
5;20240331;1;LIM_312228;;;;2;;;;
5;20240331;1;LIM_312229;;;;2;;;;
5;20240331;1;LIM_312230;;;;2;;;;
5;20240331;1;LIM_312232;;;;2;;;;
5;20240331;1;LIM_312233;;;;2;;;;
5;20240331;1;LIM_312234;;;;2;;;;
5;20240331;1;LIM_312236;;;;2;;;;
5;20240331;1;LIM_312237;;;;2;;;;
5;20240331;1;LIM_312238;;;;2;;;;
5;20240331;1;LIM_312239;;;;2;;;;
5;20240331;1;LIM_312241;;;;2;;;;
5;20240331;1;LIM_312242;;;;2;;;;
5;20240331;1;LIM_312243;;;;2;;;;
5;20240331;1;LIM_312244;;;;2;;;;
5;20240331;1;LIM_312245;;;;2;;;;
5;20240331;1;LIM_312247;;;;2;;;;
5;20240331;1;LIM_312248;;;;2;;;;
5;20240331;1;LIM_312249;;;;2;;;;
5;20240331;1;LIM_312250;;;;2;;;;
5;20240331;1;LIM_312251;;;;2;;;;
5;20240331;1;LIM_312253;;;;2;;;;
5;20240331;1;LIM_312254;;;;2;;;;
5;20240331;1;LIM_312256;;;;2;;;;
5;20240331;1;LIM_312257;;;;2;;;;
5;20240331;1;LIM_312260;;;;2;;;;
5;20240331;1;LIM_312262;;;;2;;;;
5;20240331;1;LIM_312263;;;;2;;;;
5;20240331;1;LIM_312264;;;;2;;;;
5;20240331;1;LIM_312265;;;;2;;;;
5;20240331;1;LIM_312266;;;;2;;;;
5;20240331;1;LIM_312267;;;;2;;;;
5;20240331;1;LIM_312268;;;;2;;;;
5;20240331;1;LIM_312269;;;;2;;;;
5;20240331;1;LIM_312270;;;;2;;;;
5;20240331;1;LIM_312272;;;;2;;;;
5;20240331;1;LIM_312273;;;;2;;;;
5;20240331;1;LIM_312274;;;;2;;;;
5;20240331;1;LIM_312276;;;;2;;;;
5;20240331;1;LIM_312277;;;;2;;;;
5;20240331;1;LIM_312278;;;;2;;;;
5;20240331;1;LIM_312279;;;;2;;;;
5;20240331;1;LIM_312280;;;;2;;;;
5;20240331;1;LIM_312281;;;;2;;;;
5;20240331;1;LIM_312283;;;;2;;;;
5;20240331;1;LIM_312285;;;;2;;;;
5;20240331;1;LIM_312287;;;;2;;;;
5;20240331;1;LIM_312288;;;;2;;;;
5;20240331;1;LIM_312290;;;;2;;;;
5;20240331;1;LIM_312291;;;;2;;;;
5;20240331;1;LIM_312292;;;;2;;;;
5;20240331;1;LIM_312293;;;;2;;;;
5;20240331;1;LIM_312295;;;;2;;;;
5;20240331;1;LIM_312296;;;;2;;;;
5;20240331;1;LIM_312297;;;;2;;;;
5;20240331;1;LIM_312298;;;;2;;;;
5;20240331;1;LIM_312299;;;;2;;;;
5;20240331;1;LIM_312300;;;;2;;;;
5;20240331;1;LIM_312301;;;;2;;;;
5;20240331;1;LIM_312302;;;;2;;;;
5;20240331;1;LIM_312303;;;;2;;;;
5;20240331;1;LIM_312304;;;;2;;;;
5;20240331;1;LIM_312305;;;;2;;;;
5;20240331;1;LIM_312306;;;;2;;;;
5;20240331;1;LIM_312307;;;;2;;;;
5;20240331;1;LIM_312308;;;;2;;;;
5;20240331;1;LIM_312309;;;;2;;;;
5;20240331;1;LIM_312310;;;;2;;;;
5;20240331;1;LIM_312311;;;;2;;;;
5;20240331;1;LIM_312312;;;;2;;;;
5;20240331;1;LIM_312313;;;;2;;;;
5;20240331;1;LIM_312314;;;;2;;;;
5;20240331;1;LIM_312315;;;;2;;;;
5;20240331;1;LIM_312316;;;;2;;;;
5;20240331;1;LIM_312318;;;;2;;;;
5;20240331;1;LIM_312321;;;;2;;;;
5;20240331;1;LIM_312323;;;;2;;;;
5;20240331;1;LIM_312324;;;;2;;;;
5;20240331;1;LIM_312325;;;;2;;;;
5;20240331;1;LIM_312326;;;;2;;;;
5;20240331;1;LIM_312328;;;;2;;;;
5;20240331;1;LIM_312329;;;;2;;;;
5;20240331;1;LIM_312330;;;;2;;;;
5;20240331;1;LIM_312331;;;;2;;;;
5;20240331;1;LIM_312332;;;;2;;;;
5;20240331;1;LIM_312333;;;;2;;;;
5;20240331;1;LIM_312335;;;;2;;;;
5;20240331;1;LIM_312336;;;;2;;;;
5;20240331;1;LIM_312337;;;;2;;;;
5;20240331;1;LIM_312338;;;;2;;;;
5;20240331;1;LIM_312339;;;;2;;;;
5;20240331;1;LIM_312340;;;;2;;;;
5;20240331;1;LIM_312342;;;;2;;;;
5;20240331;1;LIM_312343;;;;2;;;;
5;20240331;1;LIM_312344;;;;2;;;;
5;20240331;1;LIM_312345;;;;2;;;;
5;20240331;1;LIM_312346;;;;2;;;;
5;20240331;1;LIM_312347;;;;2;;;;
5;20240331;1;LIM_312348;;;;2;;;;
5;20240331;1;LIM_312350;;;;2;;;;
5;20240331;1;LIM_312351;;;;2;;;;
5;20240331;1;LIM_312352;;;;2;;;;
5;20240331;1;LIM_312353;;;;2;;;;
5;20240331;1;LIM_312355;;;;2;;;;
5;20240331;1;LIM_312356;;;;2;;;;
5;20240331;1;LIM_312357;;;;2;;;;
5;20240331;1;LIM_312359;;;;2;;;;
5;20240331;1;LIM_312360;;;;2;;;;
5;20240331;1;LIM_312361;;;;2;;;;
5;20240331;1;LIM_312362;;;;2;;;;
5;20240331;1;LIM_312363;;;;2;;;;
5;20240331;1;LIM_312365;;;;2;;;;
5;20240331;1;LIM_312366;;;;2;;;;
5;20240331;1;LIM_312368;;;;2;;;;
5;20240331;1;LIM_312369;;;;2;;;;
5;20240331;1;LIM_312371;;;;2;;;;
5;20240331;1;LIM_312372;;;;2;;;;
5;20240331;1;LIM_312373;;;;2;;;;
5;20240331;1;LIM_312374;;;;2;;;;
5;20240331;1;LIM_312376;;;;2;;;;
5;20240331;1;LIM_312377;;;;2;;;;
5;20240331;1;LIM_312378;;;;2;;;;
5;20240331;1;LIM_312380;;;;2;;;;
5;20240331;1;LIM_312381;;;;2;;;;
5;20240331;1;LIM_312382;;;;2;;;;
5;20240331;1;LIM_312384;;;;2;;;;
5;20240331;1;LIM_312386;;;;2;;;;
5;20240331;1;LIM_312387;;;;2;;;;
5;20240331;1;LIM_312389;;;;2;;;;
5;20240331;1;LIM_312390;;;;2;;;;
5;20240331;1;LIM_312392;;;;2;;;;
5;20240331;1;LIM_312393;;;;2;;;;
5;20240331;1;LIM_312394;;;;2;;;;
5;20240331;1;LIM_312395;;;;2;;;;
5;20240331;1;LIM_312397;;;;2;;;;
5;20240331;1;LIM_312399;;;;2;;;;
5;20240331;1;LIM_312400;;;;2;;;;
5;20240331;1;LIM_312402;;;;2;;;;
5;20240331;1;LIM_312403;;;;2;;;;
5;20240331;1;LIM_312404;;;;2;;;;
5;20240331;1;LIM_312406;;;;2;;;;
5;20240331;1;LIM_312407;;;;2;;;;
5;20240331;1;LIM_312408;;;;2;;;;
5;20240331;1;LIM_312409;;;;2;;;;
5;20240331;1;LIM_312410;;;;2;;;;
5;20240331;1;LIM_312411;;;;2;;;;
5;20240331;1;LIM_312412;;;;2;;;;
5;20240331;1;LIM_312415;;;;2;;;;
5;20240331;1;LIM_312417;;;;2;;;;
5;20240331;1;LIM_312418;;;;2;;;;
5;20240331;1;LIM_312419;;;;2;;;;
5;20240331;1;LIM_312420;;;;2;;;;
5;20240331;1;LIM_312421;;;;2;;;;
5;20240331;1;LIM_312422;;;;2;;;;
5;20240331;1;LIM_312423;;;;2;;;;
5;20240331;1;LIM_312424;;;;2;;;;
5;20240331;1;LIM_312425;;;;2;;;;
5;20240331;1;LIM_312427;;;;2;;;;
5;20240331;1;LIM_312428;;;;2;;;;
5;20240331;1;LIM_312429;;;;2;;;;
5;20240331;1;LIM_312430;;;;2;;;;
5;20240331;1;LIM_312431;;;;2;;;;
5;20240331;1;LIM_312432;;;;2;;;;
5;20240331;1;LIM_312433;;;;2;;;;
5;20240331;1;LIM_312434;;;;2;;;;
5;20240331;1;LIM_312435;;;;2;;;;
5;20240331;1;LIM_312437;;;;2;;;;
5;20240331;1;LIM_312438;;;;2;;;;
5;20240331;1;LIM_312440;;;;2;;;;
5;20240331;1;LIM_312441;;;;2;;;;
5;20240331;1;LIM_312442;;;;2;;;;
5;20240331;1;LIM_312443;;;;2;;;;
5;20240331;1;LIM_312444;;;;2;;;;
5;20240331;1;LIM_312445;;;;2;;;;
5;20240331;1;LIM_312446;;;;2;;;;
5;20240331;1;LIM_312447;;;;2;;;;
5;20240331;1;LIM_312448;;;;2;;;;
5;20240331;1;LIM_312449;;;;2;;;;
5;20240331;1;LIM_312450;;;;2;;;;
5;20240331;1;LIM_312451;;;;2;;;;
5;20240331;1;LIM_312452;;;;2;;;;
5;20240331;1;LIM_312453;;;;2;;;;
5;20240331;1;LIM_312455;;;;2;;;;
5;20240331;1;LIM_312456;;;;2;;;;
5;20240331;1;LIM_312457;;;;2;;;;
5;20240331;1;LIM_312459;;;;2;;;;
5;20240331;1;LIM_312461;;;;2;;;;
5;20240331;1;LIM_312462;;;;2;;;;
5;20240331;1;LIM_312463;;;;2;;;;
5;20240331;1;LIM_312464;;;;2;;;;
5;20240331;1;LIM_312465;;;;2;;;;
5;20240331;1;LIM_312466;;;;2;;;;
5;20240331;1;LIM_312467;;;;2;;;;
5;20240331;1;LIM_312470;;;;2;;;;
5;20240331;1;LIM_312471;;;;2;;;;
5;20240331;1;LIM_312472;;;;2;;;;
5;20240331;1;LIM_312475;;;;2;;;;
5;20240331;1;LIM_312477;;;;2;;;;
5;20240331;1;LIM_312478;;;;2;;;;
5;20240331;1;LIM_312479;;;;2;;;;
5;20240331;1;LIM_312480;;;;2;;;;
5;20240331;1;LIM_312482;;;;2;;;;
5;20240331;1;LIM_312486;;;;2;;;;
5;20240331;1;LIM_312488;;;;2;;;;
5;20240331;1;LIM_312489;;;;2;;;;
5;20240331;1;LIM_312490;;;;2;;;;
5;20240331;1;LIM_312491;;;;2;;;;
5;20240331;1;LIM_312492;;;;2;;;;
5;20240331;1;LIM_312494;;;;2;;;;
5;20240331;1;LIM_312495;;;;2;;;;
5;20240331;1;LIM_312496;;;;2;;;;
5;20240331;1;LIM_312499;;;;2;;;;
5;20240331;1;LIM_312500;;;;2;;;;
5;20240331;1;LIM_312502;;;;2;;;;
5;20240331;1;LIM_312503;;;;2;;;;
5;20240331;1;LIM_312504;;;;2;;;;
5;20240331;1;LIM_312505;;;;2;;;;
5;20240331;1;LIM_312506;;;;2;;;;
5;20240331;1;LIM_312507;;;;2;;;;
5;20240331;1;LIM_312509;;;;2;;;;
5;20240331;1;LIM_312511;;;;2;;;;
5;20240331;1;LIM_312512;;;;2;;;;
5;20240331;1;LIM_312513;;;;2;;;;
5;20240331;1;LIM_312514;;;;2;;;;
5;20240331;1;LIM_312515;;;;2;;;;
5;20240331;1;LIM_312516;;;;2;;;;
5;20240331;1;LIM_312517;;;;2;;;;
5;20240331;1;LIM_312518;;;;2;;;;
