STATUS;VALID_ON;LOT_TYPE_FK;TYP_ENTRY_TYPE;DTE_DEAL;DTE_ISSUE;DTE_EARLY_REDEMPTION;DTE_MATURITY;DTE_NEXT_SETTLEMENT;DTE_NEXT_INT_FIX;IDE_COUNTERPARTY_REF;IDE_ISSUER_REF;IDE_PRICING_IDENTIFIER;IDE_SOURCESYS_REF;IDE_POSITION_REF;IDE_REPO_REF;IDE_CONTRACT_REF;IDE_ISIN;DES_SECURITY;IDE_INTERNAL_PARTY_REF;PER_OWNERSHIP;PER_VOTINGRIGHT;PRD_PRODUCT;QUA_NUMBEROFUNITS;RTE_AAR_INTEREST;TYP_BS_INDICATOR;TYP_FIDUCIARY_SERV;TYP_CONVERTIBLE;TYP_LISTED;TYP_MANAGED_ASSET;TYP_LOCAL_FUNDING;TYP_QUALIFYING;TYP_RISK_QUAL_INDIC;TYP_THIRDPARTY_INDIC;TYP_SUBORDINATION;TYP_INTEREST_RATE;TYP_VALUATION_METHOD;TYP_PURPOSE;TYP_PORTFOLIO;IDE_CUSTODIAN_REF;TYP_PLEDGED;TYP_CAP_GUARANTEE;TYP_CONTRACT;AUDIT_INFO;TYP_MARKETABLE;TYP_ASSET_BACKED;TYP_LIQ_ELIGIBLE;DTE_INELIGIBLE;TYP_LIQ_QUALITY;DTE_PAST_DUE;TYP_EARLY_REPAYMENT;TYP_LIQ_PURPOSE;TYP_TRADABLE;TYP_PRICE_DETERMINATION;TYP_LIQ_AVAILABILITY;TYP_LIQ_MANAGEMENT;TYP_OPERATIONALLY_LIQ;TYP_PROMOTIONAL_LOAN;TYP_MKT_CONCENTRATION;TYP_LIQ_SOURCE_RELIABILITY;TYP_CCP_EXPOSURE;PER_EXPOSURE_HCT;TYP_INDEX;TYP_LIQ_RETAIL;TYP_OMO;TYP_REHYPOTH;RTE_YIELD_SPREAD;TYP_LCR_ASSET;PER_LCR;TYP_COVERBOND;TYP_PRIMARY_CLASS_COVER_POOL;PER_OVERCOLL_CONTRACTUAL;TYP_INFLOW_CAP;TYP_CIU_COMPLIANCE;DTE_INT_START;TYP_INTEREST_PAY_FREQUENCY;TYP_LCR_ELIGIBLE;PER_COLL_HCT_ECB;TYP_OBLIGATED_INV;CDE_COMMODITY;DTE_SETTLEMENT;TYP_EXCLUDE_LCR;DTE_POSSESSION;IDE_PTF_REF;PER_MIN_COLL_COV;PRD_INSURANCE;TYP_CONTINUING_INV;TYP_FAIRV_ASSESS;TYP_FV_OPTION;TYP_IMPAIRMENT;TYP_IMPAIRMENT_OPEN;TYP_LEASING_TYPE;TYP_NON_PERFORMING;TYP_PAYMENT_SERV;TYP_PORTFOLIO_IFRS9;TYP_PROBATION;TYP_RESTRUCTURED;TYP_SEPARATED_CONTRACT;TYP_WRITE_OFF;MAT_PAST_DUE;TYP_ORIGIN_INV;TYP_SECURITISATION;TYP_SETT_CREDIT;TYP_RESECURITISATION;TYP_CORRELATION_TRADING;PER_AVG_WEIGHT;TYP_ASSESSMENT;TYP_ELIGIBILITY_FUND;IDE_SECURITISATION_REF;TYP_DEDUCTION;TYP_COREP_TRAD_POS;TYP_SIGNIFICANT_INVEST;IDE_CONVERTIBLE_REF;TYP_MAND_CONVERTIBLE;DTE_CLEANUP;DTE_TERMINATION;CTY_ASSETS_SECURITISED;RTE_MOD_DURATION;IDE_TRANSFEREE_REF;RTE_DURATION;IDE_INTERNAL_ONE;IDE_INTERNAL_TWO;IDE_BROKER_REF;RTE_SPREAD;MAT_ORIGINAL;IDE_IBAN
5;20240331;1;0;18/08/2021;18/08/2021;;18/08/2024;;;GRP_908499008053;CTP_KBC;;PROGRESS 600SEC;POS_6385001;;CON_908499008053;;;CTP_CKV;;;300800;1;0.0000;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Schuldbewijs;KasBon;BRO_3000;;0;
5;20240331;1;0;15/04/2014;15/04/2014;15/04/2024;15/04/2024;;;GRP_908400005914;CTP_CKV;;PROGRESS 600SEC;POS_760939304595;;CON_908400005914;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3000;126;3653;
5;20240331;1;0;01/05/2014;01/05/2014;01/05/2024;01/05/2024;;;GRP_908400005914;CTP_CKV;;PROGRESS 600SEC;POS_760940304507;;CON_908400005914;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3000;128;3653;
5;20240331;1;0;15/05/2014;15/05/2014;;15/05/2024;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760941304516;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;144;3653;
5;20240331;1;0;15/06/2014;15/06/2014;;15/06/2024;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760942304525;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;143;3653;
5;20240331;1;0;15/06/2014;15/06/2014;;15/06/2024;;;GRP_906412000210;CTP_CKV;;PROGRESS 600SEC;POS_760943304534;;CON_906412000210;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8235;143;3653;
5;20240331;1;0;01/07/2014;01/07/2014;;01/07/2024;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760944304543;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;157;3653;
5;20240331;1;0;01/07/2014;01/07/2014;;01/07/2024;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760945304552;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;157;3653;
5;20240331;1;0;01/08/2014;01/08/2014;;01/08/2024;;;GRP_906412000210;CTP_CKV;;PROGRESS 600SEC;POS_760946304561;;CON_906412000210;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8235;168;3653;
5;20240331;1;0;01/09/2014;01/09/2014;;01/09/2024;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760947304570;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;196;3653;
5;20240331;1;0;01/10/2014;01/10/2014;;01/10/2024;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760948304680;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;199;3653;
5;20240331;1;0;01/11/2014;01/11/2014;;01/11/2024;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760949304689;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;204;3653;
5;20240331;1;0;01/12/2014;01/12/2014;;01/12/2024;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760950304601;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0290;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;219;3653;
5;20240331;1;0;01/01/2015;01/01/2015;;01/01/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760951304711;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0265;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;210;3653;
5;20240331;1;0;01/02/2015;01/02/2015;;01/02/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760952304720;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0265;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;236;3653;
5;20240331;1;0;01/03/2015;01/03/2015;;01/03/2025;;;GRP_906400016161;CTP_CKV;;PROGRESS 600SEC;POS_760953304729;;CON_906400016161;;;CTP_CKV;;;300800;1;0.0265;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3621;238;3653;
5;20240331;1;0;01/03/2015;01/03/2015;;01/03/2025;;;GRP_906400016161;CTP_CKV;;PROGRESS 600SEC;POS_760954304738;;CON_906400016161;;;CTP_CKV;;;300800;1;0.0265;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3621;238;3653;
5;20240331;1;0;01/03/2015;01/03/2015;;01/03/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760955304848;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;213;3653;
5;20240331;1;0;01/04/2015;01/04/2015;;01/04/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760956304857;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;226;3653;
5;20240331;1;0;15/05/2015;15/05/2015;;15/05/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760957304866;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;176;3653;
5;20240331;1;0;01/06/2015;01/06/2015;;01/06/2025;;;GRP_908400017735;CTP_CKV;;PROGRESS 600SEC;POS_760958304875;;CON_908400017735;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3000;191;3653;
5;20240331;1;0;01/06/2015;01/06/2015;;01/06/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760959304884;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;191;3653;
5;20240331;1;0;15/06/2015;15/06/2015;;15/06/2025;;;GRP_908406005968;CTP_CKV;;PROGRESS 600SEC;POS_760960304893;;CON_908406005968;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3621;155;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760961304805;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908400017735;CTP_CKV;;PROGRESS 600SEC;POS_760962304814;;CON_908400017735;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3000;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908427000408;CTP_CKV;;PROGRESS 600SEC;POS_760963304823;;CON_908427000408;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908427000408;CTP_CKV;;PROGRESS 600SEC;POS_760964304832;;CON_908427000408;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908427000610;CTP_CKV;;PROGRESS 600SEC;POS_760965304841;;CON_908427000610;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908427000610;CTP_CKV;;PROGRESS 600SEC;POS_760966304850;;CON_908427000610;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908427000610;CTP_CKV;;PROGRESS 600SEC;POS_760967304859;;CON_908427000610;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908427000610;CTP_CKV;;PROGRESS 600SEC;POS_760968304868;;CON_908427000610;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760969304877;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760970304886;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760971304895;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760972304807;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760973304816;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;01/07/2015;01/07/2015;;01/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760974304825;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;149;3653;
5;20240331;1;0;15/07/2015;15/07/2015;;15/07/2025;;;GRP_908401045430;CTP_CKV;;PROGRESS 600SEC;POS_760975304834;;CON_908401045430;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;158;3653;
5;20240331;1;0;15/07/2015;15/07/2015;;15/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760976304843;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;158;3653;
5;20240331;1;0;15/07/2015;15/07/2015;;15/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760977304852;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;158;3653;
5;20240331;1;0;15/07/2015;15/07/2015;;15/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760978304861;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;158;3653;
5;20240331;1;0;15/07/2015;15/07/2015;;15/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760979304870;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;158;3653;
5;20240331;1;0;15/07/2015;15/07/2015;;15/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760980304879;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;158;3653;
5;20240331;1;0;15/07/2015;15/07/2015;;15/07/2025;;;GRP_908401041487;CTP_CKV;;PROGRESS 600SEC;POS_760981304888;;CON_908401041487;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_3003;158;3653;
5;20240331;1;0;01/08/2015;01/08/2015;;01/08/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760982304800;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;177;3653;
5;20240331;1;0;01/09/2015;01/09/2015;;01/09/2025;;;GRP_908404001506;CTP_CKV;;PROGRESS 600SEC;POS_760983304809;;CON_908404001506;;;CTP_CKV;;;300800;1;0.0240;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;160;3653;
5;20240331;1;0;01/10/2015;01/10/2015;;01/10/2025;;;GRP_908404002112;CTP_CKV;;PROGRESS 600SEC;POS_760984304919;;CON_908404002112;;;CTP_CKV;;;300800;1;0.0125;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;70;3653;
5;20240331;1;0;01/11/2015;01/11/2015;;01/11/2025;;;GRP_908404002112;CTP_CKV;;PROGRESS 600SEC;POS_760985304928;;CON_908404002112;;;CTP_CKV;;;300800;1;0.0125;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;72;3653;
5;20240331;1;0;01/12/2015;01/12/2015;;01/12/2025;;;GRP_908404002112;CTP_CKV;;PROGRESS 600SEC;POS_760986304937;;CON_908404002112;;;CTP_CKV;;;300800;1;0.0125;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;76;3653;
5;20240331;1;0;01/01/2016;01/01/2016;;01/01/2026;;;GRP_908404002112;CTP_CKV;;PROGRESS 600SEC;POS_760987304946;;CON_908404002112;;;CTP_CKV;;;300800;1;0.0125;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;58;3653;
5;20240331;1;0;01/02/2016;01/02/2016;;01/02/2026;;;GRP_908404002112;CTP_CKV;;PROGRESS 600SEC;POS_760988304955;;CON_908404002112;;;CTP_CKV;;;300800;1;0.0125;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;92;3653;
5;20240331;1;0;15/08/2016;15/08/2016;;15/08/2026;;;GRP_908404002415;CTP_CKV;;PROGRESS 600SEC;POS_760989305166;;CON_908404002415;;;CTP_CKV;;;300800;1;0.0125;2;;;;;;;;;;1;7;;20;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Schuldbewijs;GroeiBon;BRO_8207;146;3652;
