STATUS;VALID_ON;LOT_TYPE_FK;IDE_POSITION_REF;CDE_C013;DTE_END_PROT;PRD_PRODUCT;AUDIT_INFO
5;20240331;1;POS_1000209_HI_01;;01/04/2039;;
5;20240331;1;POS_1000209_HI_02;;01/04/2039;;
5;20240331;1;POS_1000210_HI_01;;01/08/2039;;
5;20240331;1;POS_1000210_HI_02;;01/08/2039;;
5;20240331;1;POS_1000214_HI_01;;01/02/2039;;
5;20240331;1;POS_1000214_HI_02;;01/02/2039;;
5;20240331;1;POS_1000215_HI_01;;01/08/2039;;
5;20240331;1;POS_1000215_HI_02;;01/08/2039;;
5;20240331;1;POS_1000216_HI_01;;01/03/2036;;
5;20240331;1;POS_1000216_HI_02;;01/03/2036;;
5;20240331;1;POS_1000218_HI_01;;01/08/2031;;
5;20240331;1;POS_1000218_HI_02;;01/08/2031;;
5;20240331;1;POS_1000220_HI_01;;01/04/2029;;
5;20240331;1;POS_1000220_HI_02;;01/04/2029;;
5;20240331;1;POS_1000221_HI_01;;01/03/2039;;
5;20240331;1;POS_1000221_HI_02;;01/03/2039;;
5;20240331;1;POS_1000223_HI_01;;01/11/2039;;
5;20240331;1;POS_1000223_HI_02;;01/11/2039;;
5;20240331;1;POS_1000224_HI_01;;01/04/2039;;
5;20240331;1;POS_1000224_HI_02;;01/04/2039;;
5;20240331;1;POS_1000226_HI_01;;01/03/2030;;
5;20240331;1;POS_1000226_HI_02;;01/03/2030;;
5;20240331;1;POS_1000228_HI_01;;01/01/2035;;
5;20240331;1;POS_1000228_HI_02;;01/01/2035;;
5;20240331;1;POS_1000230_HI_01;;01/02/2040;;
5;20240331;1;POS_1000230_HI_02;;01/02/2040;;
5;20240331;1;POS_1000231_HI_01;;01/05/2034;;
5;20240331;1;POS_1000231_HI_02;;01/05/2034;;
5;20240331;1;POS_1000234_HI_01;;01/05/2032;;
5;20240331;1;POS_1000234_HI_02;;01/05/2032;;
5;20240331;1;POS_1000237_HI_01;;01/05/2034;;
5;20240331;1;POS_1000237_HI_02;;01/05/2034;;
5;20240331;1;POS_1000239_HI_01;;01/02/2030;;
5;20240331;1;POS_1000239_HI_02;;01/02/2030;;
5;20240331;1;POS_1000241_HI_01;;01/08/2034;;
5;20240331;1;POS_1000241_HI_02;;01/08/2034;;
5;20240331;1;POS_1000242_HI_01;;01/02/2040;;
5;20240331;1;POS_1000242_HI_02;;01/02/2040;;
5;20240331;1;POS_1000249_HI_01;;01/01/2025;;
5;20240331;1;POS_1000249_HI_02;;01/01/2025;;
5;20240331;1;POS_1000250_HI_01;;01/09/2039;;
5;20240331;1;POS_1000250_HI_02;;01/09/2039;;
5;20240331;1;POS_1000266_HI_01;;11/12/2023;;
5;20240331;1;POS_1000272_HI_01;;01/09/2030;;
5;20240331;1;POS_1000280_HI_01;;01/05/2046;;
5;20240331;1;POS_1000280_HI_02;;01/05/2046;;
5;20240331;1;POS_1000292_HI_01;;19/12/2023;;
5;20240331;1;POS_1000303_HI_01;;29/12/2023;;
5;20240331;1;POS_1000307_HI_01;;01/01/2044;;
5;20240331;1;POS_1000307_HI_02;;01/01/2044;;
5;20240331;1;POS_1000311_HI_01;;01/01/2034;;
5;20240331;1;POS_1000314_HI_01;;08/01/2024;;
5;20240331;1;POS_1000314_HI_02;;08/01/2024;;
5;20240331;1;POS_1000315_HI_01;;08/01/2029;;
5;20240331;1;POS_1000316_HI_01;;01/01/2024;;
5;20240331;1;POS_1000318_HI_01;;01/01/2024;;
5;20240331;1;POS_1000322_HI_01;;01/01/2029;;
5;20240331;1;POS_1000331_HI_01;;01/01/2024;;
5;20240331;1;POS_1000337_HI_01;;16/01/2024;;
5;20240331;1;POS_1000339_HI_01;;01/02/2034;;
5;20240331;1;POS_1000344_HI_01;;20/01/2034;;
5;20240331;1;POS_1000358_HI_01;;01/01/2024;;
5;20240331;1;POS_1000361_HI_01;;01/02/2034;;
5;20240331;1;POS_1000363_HI_01;;22/01/2034;;
5;20240331;1;POS_1000367_HI_01;;01/01/2039;;
5;20240331;1;POS_1000367_HI_02;;01/01/2039;;
5;20240331;1;POS_1000367_HI_03;;01/01/2039;;
5;20240331;1;POS_1000369_HI_01;;01/02/2024;;
5;20240331;1;POS_1000371_HI_01;;28/01/2029;;
5;20240331;1;POS_1000371_HI_02;;28/01/2029;;
5;20240331;1;POS_1000374_HI_01;;01/01/2029;;
5;20240331;1;POS_1000380_HI_01;;01/02/2029;;
5;20240331;1;POS_1000388_HI_01;;09/02/2034;;
5;20240331;1;POS_1000393_HI_01;;01/02/2034;;
5;20240331;1;POS_1000397_HI_01;;15/02/2034;;
5;20240331;1;POS_1000398_HI_01;;14/02/2034;;
5;20240331;1;POS_1000403_HI_01;;01/06/2033;;
5;20240331;1;POS_1000414_HI_01;;01/02/2029;;
5;20240331;1;POS_1000418_HI_01;;01/02/2029;;
5;20240331;1;POS_1000420_HI_01;;01/03/2034;;
5;20240331;1;POS_1000423_HI_01;;01/01/2040;;
5;20240331;1;POS_1000427_HI_01;;01/02/2034;;
5;20240331;1;POS_1000435_HI_01;;28/02/2034;;
5;20240331;1;POS_1000436_HI_01;;01/02/2044;;
5;20240331;1;POS_1000456_HI_01;;01/03/2039;;
5;20240331;1;POS_1000457_HI_01;;01/07/2035;;
5;20240331;1;POS_1000458_HI_01;;12/03/2034;;
5;20240331;1;POS_1000458_HI_02;;12/03/2034;;
5;20240331;1;POS_1000467_HI_01;;01/03/2034;;
5;20240331;1;POS_1000472_HI_01;;01/03/2034;;
5;20240331;1;POS_1000473_HI_01;;18/03/2024;;
5;20240331;1;POS_1000486_HI_01;;23/03/2034;;
5;20240331;1;POS_1000489_HI_01;;25/03/2034;;
5;20240331;1;POS_1000494_HI_01;;24/03/2029;;
5;20240331;1;POS_1000496_HI_01;;01/03/2034;;
5;20240331;1;POS_1000498_HI_01;;01/03/2034;;
5;20240331;1;POS_1000500_HI_01;;01/03/2029;;
5;20240331;1;POS_1000502_HI_01;;01/03/2029;;
5;20240331;1;POS_1000504_HI_01;;01/04/2042;;
5;20240331;1;POS_1000505_HI_01;;01/09/2030;;
5;20240331;1;POS_1000527_HI_01;;01/04/2034;;
5;20240331;1;POS_1000529_HI_01;;01/08/2029;;
5;20240331;1;POS_1000540_HI_01;;01/04/2029;;
5;20240331;1;POS_1000541_HI_01;;01/05/2024;;
5;20240331;1;POS_1000545_HI_01;;01/07/2034;;
5;20240331;1;POS_1000548_HI_01;;16/04/2024;;
5;20240331;1;POS_1000552_HI_01;;01/04/2024;;
5;20240331;1;POS_1000556_HI_01;;01/04/2029;;
5;20240331;1;POS_1000565_HI_02;;01/05/2019;;
5;20240331;1;POS_1000566_HI_01;;01/10/2035;;
5;20240331;1;POS_1000569_HI_01;;25/04/2024;;
5;20240331;1;POS_1000571_HI_01;;25/04/2024;;
5;20240331;1;POS_1000576_HI_01;;01/05/2022;;
5;20240331;1;POS_1000578_HI_01;;28/04/2029;;
5;20240331;1;POS_1000584_HI_01;;01/04/2034;;
5;20240331;1;POS_1000584_HI_02;;01/04/2034;;
5;20240331;1;POS_1000588_HI_01;;01/05/2039;;
5;20240331;1;POS_1000590_HI_01;;01/05/2024;;
5;20240331;1;POS_1000591_HI_01;;01/05/2044;;
5;20240331;1;POS_1000591_HI_02;;01/05/2044;;
5;20240331;1;POS_1000591_HI_03;;01/05/2044;;
5;20240331;1;POS_1000593_HI_01;;07/05/2024;;
5;20240331;1;POS_1000596_HI_01;;01/12/2024;;
5;20240331;1;POS_1000596_HI_02;;01/12/2024;;
5;20240331;1;POS_1000597_HI_01;;01/10/2027;;
5;20240331;1;POS_1000600_HI_01;;01/10/2027;;
5;20240331;1;POS_1000601_HI_01;;01/10/2037;;
5;20240331;1;POS_1000602_HI_01;;01/01/2033;;
5;20240331;1;POS_1000604_HI_01;;01/09/2028;;
5;20240331;1;POS_1000609_HI_01;;01/12/2027;;
5;20240331;1;POS_1000613_HI_01;;01/04/2028;;
5;20240331;1;POS_1000616_HI_01;;01/03/2037;;
5;20240331;1;POS_1000629_HI_01;;01/01/2039;;
5;20240331;1;POS_1000631_HI_01;;01/11/2039;;
5;20240331;1;POS_1000646_HI_01;;01/01/2024;;
5;20240331;1;POS_1000653_HI_01;;01/08/2039;;
5;20240331;1;POS_1000654_HI_01;;01/07/2039;;
5;20240331;1;POS_1000655_HI_01;;01/02/2029;;
5;20240331;1;POS_1000662_HI_01;;01/01/2041;;
5;20240331;1;POS_1000663_HI_01;;01/10/2035;;
5;20240331;1;POS_1000664_HI_01;;01/05/2039;;
5;20240331;1;POS_1000666_HI_01;;01/04/2026;;
5;20240331;1;POS_1000671_HI_01;;01/06/2034;;
5;20240331;1;POS_1000675_HI_01;;01/08/2029;;
5;20240331;1;POS_1000678_HI_01;;01/09/2034;;
5;20240331;1;POS_1000683_HI_01;;01/11/2030;;
5;20240331;1;POS_1000685_HI_01;;01/12/2033;;
5;20240331;1;POS_1000686_HI_01;;01/12/2039;;
5;20240331;1;POS_1000686_HI_02;;01/12/2039;;
5;20240331;1;POS_1000688_HI_01;;01/06/2029;;
5;20240331;1;POS_1000690_HI_01;;01/09/2030;;
5;20240331;1;POS_1000694_HI_01;;01/01/2031;;
5;20240331;1;POS_1000696_HI_01;;01/09/2029;;
5;20240331;1;POS_1000698_HI_01;;01/04/2026;;
5;20240331;1;POS_1000700_HI_01;;01/07/2030;;
5;20240331;1;POS_1000701_HI_01;;01/08/2039;;
5;20240331;1;POS_1000701_HI_02;;01/08/2039;;
5;20240331;1;POS_1000703_HI_01;;01/10/2038;;
5;20240331;1;POS_1000705_HI_01;;01/08/2024;;
5;20240331;1;POS_1000708_HI_01;;01/09/2024;;
5;20240331;1;POS_1000709_HI_01;;01/06/2033;;
5;20240331;1;POS_1000709_HI_02;;01/06/2033;;
5;20240331;1;POS_1000711_HI_01;;01/11/2036;;
5;20240331;1;POS_1000715_HI_01;;01/04/2036;;
5;20240331;1;POS_1000716_HI_01;;01/08/2030;;
5;20240331;1;POS_1000718_HI_01;;01/09/2039;;
5;20240331;1;POS_1000718_HI_02;;01/09/2039;;
5;20240331;1;POS_1000726_HI_01;;01/07/2029;;
5;20240331;1;POS_1000728_HI_01;;01/07/2039;;
5;20240331;1;POS_1000728_HI_02;;01/07/2039;;
5;20240331;1;POS_1000731_HI_01;;01/06/2030;;
5;20240331;1;POS_1000736_HI_01;;01/11/2036;;
5;20240331;1;POS_1000736_HI_02;;01/11/2036;;
5;20240331;1;POS_1000738_HI_01;;01/10/2024;;
5;20240331;1;POS_1000738_HI_02;;01/10/2024;;
5;20240331;1;POS_1000739_HI_01;;01/06/2040;;
5;20240331;1;POS_1000740_HI_01;;01/09/2040;;
5;20240331;1;POS_1000741_HI_01;;01/04/2041;;
5;20240331;1;POS_1000748_HI_01;;01/09/2029;;
5;20240331;1;POS_1000750_HI_01;;01/09/2027;;
5;20240331;1;POS_1000751_HI_01;;01/09/2031;;
5;20240331;1;POS_1000752_HI_01;;01/10/2032;;
5;20240331;1;POS_1000753_HI_01;;01/12/2029;;
5;20240331;1;POS_1000754_HI_01;;01/09/2035;;
5;20240331;1;POS_1000758_HI_01;;01/05/2039;;
5;20240331;1;POS_1000758_HI_02;;01/05/2039;;
5;20240331;1;POS_1000760_HI_01;;01/04/2026;;
5;20240331;1;POS_1000762_HI_01;;01/10/2036;;
5;20240331;1;POS_1000765_HI_01;;01/11/2024;;
5;20240331;1;POS_1000770_HI_01;;01/10/2039;;
5;20240331;1;POS_1000771_HI_01;;01/10/2039;;
5;20240331;1;POS_1000772_HI_01;;01/04/2041;;
5;20240331;1;POS_1000776_HI_01;;01/09/2039;;
5;20240331;1;POS_1000776_HI_02;;01/09/2039;;
5;20240331;1;POS_1000776_HI_03;;01/09/2039;;
5;20240331;1;POS_1000777_HI_01;;01/07/2031;;
5;20240331;1;POS_1000778_HI_01;;01/01/2037;;
5;20240331;1;POS_1000779_HI_01;;01/10/2034;;
5;20240331;1;POS_1000783_HI_01;;01/10/2031;;
5;20240331;1;POS_1000784_HI_01;;01/10/2034;;
5;20240331;1;POS_1000790_HI_01;;01/12/2039;;
5;20240331;1;POS_1000791_HI_01;;01/11/2039;;
5;20240331;1;POS_1000792_HI_01;;01/03/2026;;
5;20240331;1;POS_1000795_HI_01;;01/05/2030;;
5;20240331;1;POS_1000797_HI_01;;01/12/2039;;
5;20240331;1;POS_1000799_HI_01;;01/01/2040;;
5;20240331;1;POS_1000799_HI_02;;01/01/2040;;
5;20240331;1;POS_1000801_HI_01;;01/01/2030;;
5;20240331;1;POS_1000806_HI_01;;01/09/2040;;
5;20240331;1;POS_1000808_HI_01;;01/10/2040;;
5;20240331;1;POS_1000814_HI_01;;01/10/2035;;
5;20240331;1;POS_1000818_HI_01;;01/12/2040;;
5;20240331;1;POS_1000818_HI_02;;01/12/2040;;
5;20240331;1;POS_1000820_HI_01;;01/02/2032;;
5;20240331;1;POS_1000820_HI_02;;01/02/2032;;
5;20240331;1;POS_1000821_HI_01;;01/07/2036;;
5;20240331;1;POS_1000822_HI_01;;01/10/2030;;
5;20240331;1;POS_1000824_HI_01;;01/12/2025;;
5;20240331;1;POS_1000827_HI_01;;01/11/2025;;
5;20240331;1;POS_1000827_HI_02;;01/11/2025;;
5;20240331;1;POS_1000829_HI_01;;01/11/2040;;
5;20240331;1;POS_1000830_HI_01;;01/12/2034;;
5;20240331;1;POS_1000833_HI_01;;01/11/2030;;
5;20240331;1;POS_1000834_HI_01;;01/11/2025;;
5;20240331;1;POS_1000836_HI_01;;01/11/2035;;
5;20240331;1;POS_1000837_HI_01;;01/12/2030;;
5;20240331;1;POS_1000839_HI_01;;01/12/2030;;
5;20240331;1;POS_1000841_HI_02;;01/11/2032;;
5;20240331;1;POS_1000842_HI_01;;01/08/2036;;
5;20240331;1;POS_1000845_HI_01;;01/02/2031;;
5;20240331;1;POS_1000850_HI_01;;01/02/2041;;
5;20240331;1;POS_1000857_HI_01;;01/01/2031;;
5;20240331;1;POS_1000863_HI_01;;01/02/2026;;
5;20240331;1;POS_1000864_HI_01;;01/04/2021;;
5;20240331;1;POS_1000867_HI_01;;01/02/2031;;
5;20240331;1;POS_1000871_HI_01;;01/03/2041;;
5;20240331;1;POS_1000874_HI_01;;01/04/2029;;
5;20240331;1;POS_1000877_HI_01;;01/10/2042;;
5;20240331;1;POS_1000878_HI_01;;01/09/2033;;
5;20240331;1;POS_1000885_HI_01;;01/09/2031;;
5;20240331;1;POS_1000886_HI_01;;01/06/2034;;
5;20240331;1;POS_1000890_HI_01;;01/06/2033;;
5;20240331;1;POS_1000894_HI_01;;01/10/2032;;
5;20240331;1;POS_1000895_HI_01;;01/06/2041;;
5;20240331;1;POS_1000896_HI_01;;01/07/2031;;
5;20240331;1;POS_1000899_HI_01;;01/11/2025;;
5;20240331;1;POS_1000902_HI_01;;01/07/2036;;
5;20240331;1;POS_1000904_HI_01;;01/07/2041;;
5;20240331;1;POS_1000904_HI_02;;01/07/2041;;
5;20240331;1;POS_1000908_HI_01;;01/11/2042;;
5;20240331;1;POS_1000909_HI_01;;01/07/2036;;
5;20240331;1;POS_1000910_HI_01;;01/03/2030;;
5;20240331;1;POS_1000917_HI_01;;01/06/2033;;
5;20240331;1;POS_1000918_HI_01;;01/09/2042;;
5;20240331;1;POS_1000926_HI_01;;07/05/2024;;
5;20240331;1;POS_1000928_HI_01;;01/12/2040;;
5;20240331;1;POS_1000932_HI_01;;01/06/2029;;
5;20240331;1;POS_1000932_HI_02;;01/06/2029;;
5;20240331;1;POS_1000933_HI_01;;14/05/2024;;
5;20240331;1;POS_1000939_HI_01;;01/06/2034;;
5;20240331;1;POS_1000944_HI_01;;20/05/2029;;
5;20240331;1;POS_1000953_HI_01;;01/05/2034;;
5;20240331;1;POS_1000956_HI_01;;01/05/2029;;
5;20240331;1;POS_1000958_HI_02;;01/05/2039;;
5;20240331;1;POS_1000958_HI_03;;01/05/2039;;
5;20240331;1;POS_1000960_HI_01;;01/05/2029;;
5;20240331;1;POS_1000968_HI_01;;01/06/2042;;
5;20240331;1;POS_1000970_HI_01;;27/05/2029;;
5;20240331;1;POS_1000970_HI_02;;27/05/2029;;
5;20240331;1;POS_1000972_HI_01;;27/05/2029;;
5;20240331;1;POS_1000981_HI_01;;01/06/2034;;
5;20240331;1;POS_1000984_HI_01;;10/06/2026;;
5;20240331;1;POS_1000991_HI_01;;13/06/2029;;
5;20240331;1;POS_1000998_HI_01;;13/06/2034;;
5;20240331;1;POS_1001011_HI_01;;01/01/2030;;
5;20240331;1;POS_1001014_HI_01;;01/06/2039;;
5;20240331;1;POS_1001014_HI_02;;01/06/2039;;
5;20240331;1;POS_1001017_HI_01;;27/06/2034;;
5;20240331;1;POS_1001030_HI_01;;01/07/2029;;
5;20240331;1;POS_1001030_HI_02;;01/07/2029;;
5;20240331;1;POS_1001035_HI_01;;01/07/2026;;
5;20240331;1;POS_1001037_HI_01;;27/06/2034;;
5;20240331;1;POS_1001043_HI_01;;01/07/2019;;
5;20240331;1;POS_1001045_HI_01;;02/07/2034;;
5;20240331;1;POS_1001045_HI_02;;02/07/2034;;
5;20240331;1;POS_1001048_HI_01;;01/07/2034;;
5;20240331;1;POS_1001049_HI_01;;01/07/2039;;
5;20240331;1;POS_1001049_HI_02;;01/07/2039;;
5;20240331;1;POS_1001051_HI_01;;01/07/2024;;
5;20240331;1;POS_1001052_HI_01;;07/07/2024;;
5;20240331;1;POS_1001053_HI_01;;07/07/2024;;
5;20240331;1;POS_1001062_HI_01;;01/07/2029;;
5;20240331;1;POS_1001083_HI_01;;01/07/2026;;
5;20240331;1;POS_1001088_HI_01;;01/07/2027;;
5;20240331;1;POS_1001088_HI_02;;01/07/2027;;
5;20240331;1;POS_1001092_HI_01;;01/07/2029;;
5;20240331;1;POS_1001106_HI_01;;06/08/2034;;
5;20240331;1;POS_1001106_HI_02;;06/08/2034;;
5;20240331;1;POS_1001112_HI_01;;01/08/2044;;
5;20240331;1;POS_1001114_HI_01;;06/08/2029;;
5;20240331;1;POS_1001129_HI_01;;01/08/2034;;
5;20240331;1;POS_1001134_HI_01;;01/09/2024;;
5;20240331;1;POS_1001136_HI_01;;01/03/2038;;
5;20240331;1;POS_1001141_HI_01;;01/08/2024;;
5;20240331;1;POS_1001147_HI_01;;01/08/2034;;
5;20240331;1;POS_1001157_HI_01;;01/09/2034;;
5;20240331;1;POS_1001178_HI_01;;01/09/2029;;
5;20240331;1;POS_1001204_HI_01;;26/09/2034;;
5;20240331;1;POS_1001210_HI_01;;01/09/2034;;
5;20240331;1;POS_1001213_HI_01;;01/09/2029;;
5;20240331;1;POS_1001227_HI_01;;01/10/2024;;
5;20240331;1;POS_1001229_HI_01;;09/10/2024;;
5;20240331;1;POS_1001231_HI_01;;01/10/2034;;
5;20240331;1;POS_1001233_HI_01;;07/10/2029;;
5;20240331;1;POS_1001240_HI_01;;01/10/2039;;
5;20240331;1;POS_1001242_HI_01;;01/10/2034;;
5;20240331;1;POS_1001248_HI_01;;01/10/2024;;
5;20240331;1;POS_1001252_HI_01;;01/10/2029;;
5;20240331;1;POS_1001265_HI_01;;01/10/2039;;
5;20240331;1;POS_1001265_HI_02;;01/10/2039;;
5;20240331;1;POS_1001271_HI_01;;27/10/2029;;
5;20240331;1;POS_1001274_HI_01;;01/01/2030;;
5;20240331;1;POS_1001274_HI_02;;01/01/2030;;
5;20240331;1;POS_1001276_HI_01;;23/02/2026;;
5;20240331;1;POS_1001279_HI_01;;28/10/2034;;
5;20240331;1;POS_1001283_HI_01;;01/10/2024;;
5;20240331;1;POS_1001284_HI_01;;01/10/2039;;
5;20240331;1;POS_1001290_HI_01;;01/11/2029;;
5;20240331;1;POS_1001292_HI_01;;03/11/2024;;
5;20240331;1;POS_1001316_HI_01;;18/11/2024;;
5;20240331;1;POS_1001317_HI_01;;01/12/2043;;
5;20240331;1;POS_1001317_HI_02;;01/12/2043;;
5;20240331;1;POS_1001328_HI_01;;26/11/2034;;
5;20240331;1;POS_1001328_HI_02;;26/11/2034;;
5;20240331;1;POS_1001333_HI_01;;01/11/2034;;
5;20240331;1;POS_1001355_HI_01;;03/12/2029;;
5;20240331;1;POS_1001355_HI_02;;03/12/2029;;
5;20240331;1;POS_1001358_HI_01;;01/12/2029;;
5;20240331;1;POS_1001369_HI_01;;26/02/2035;;
5;20240331;1;POS_1001371_HI_01;;17/12/2034;;
5;20240331;1;POS_1001373_HI_01;;17/12/2029;;
5;20240331;1;POS_1001383_HI_01;;01/01/2025;;
5;20240331;1;POS_1001387_HI_01;;22/12/2029;;
5;20240331;1;POS_1001390_HI_01;;04/01/2027;;
5;20240331;1;POS_1001393_HI_01;;01/01/2030;;
5;20240331;1;POS_1001394_HI_01;;01/01/2025;;
5;20240331;1;POS_1001395_HI_01;;01/02/2030;;
5;20240331;1;POS_1001395_HI_02;;01/02/2030;;
5;20240331;1;POS_1001401_HI_01;;11/01/2025;;
5;20240331;1;POS_1001405_HI_01;;01/02/2035;;
5;20240331;1;POS_1001408_HI_01;;13/01/2025;;
5;20240331;1;POS_1001412_HI_01;;01/02/2035;;
5;20240331;1;POS_1001420_HI_01;;01/07/2031;;
5;20240331;1;POS_1001420_HI_02;;01/07/2031;;
5;20240331;1;POS_1001420_HI_03;;01/07/2031;;
5;20240331;1;POS_1001420_HI_04;;01/07/2031;;
5;20240331;1;POS_1001440_HI_01;;01/03/2037;;
5;20240331;1;POS_1001468_HI_01;;01/02/2035;;
5;20240331;1;POS_1001474_HI_01;;14/02/2025;;
5;20240331;1;POS_1001481_HI_01;;01/03/2025;;
5;20240331;1;POS_1001481_HI_02;;01/03/2025;;
5;20240331;1;POS_1001481_HI_03;;01/03/2025;;
5;20240331;1;POS_1001481_HI_04;;01/03/2025;;
5;20240331;1;POS_1001481_HI_05;;01/03/2025;;
5;20240331;1;POS_1001483_HI_01;;25/02/2025;;
5;20240331;1;POS_1001490_HI_01;;26/02/2025;;
5;20240331;1;POS_1001506_HI_01;;03/03/2035;;
5;20240331;1;POS_1001506_HI_02;;03/03/2035;;
5;20240331;1;POS_1001507_HI_01;;01/03/2030;;
5;20240331;1;POS_1001509_HI_01;;01/03/2025;;
5;20240331;1;POS_1001511_HI_01;;05/03/2025;;
5;20240331;1;POS_1001514_HI_01;;01/03/2030;;
5;20240331;1;POS_1001522_HI_01;;10/03/2030;;
5;20240331;1;POS_1001525_HI_01;;15/03/2030;;
5;20240331;1;POS_1001530_HI_01;;01/03/2035;;
5;20240331;1;POS_1001531_HI_01;;01/03/2017;;
5;20240331;1;POS_1001531_HI_02;;01/03/2017;;
5;20240331;1;POS_1001531_HI_03;;01/03/2017;;
5;20240331;1;POS_1001531_HI_04;;01/03/2017;;
5;20240331;1;POS_1001531_HI_05;;01/03/2017;;
5;20240331;1;POS_1001532_HI_01;;01/05/2032;;
5;20240331;1;POS_1001541_HI_01;;01/03/2035;;
5;20240331;1;POS_1001541_HI_02;;01/03/2035;;
5;20240331;1;POS_1001543_HI_01;;01/03/2035;;
5;20240331;1;POS_1001545_HI_01;;01/07/2029;;
5;20240331;1;POS_1001546_HI_01;;25/03/2025;;
5;20240331;1;POS_1001548_HI_01;;01/11/2030;;
5;20240331;1;POS_1001548_HI_02;;01/11/2030;;
5;20240331;1;POS_1001551_HI_01;;25/03/2030;;
5;20240331;1;POS_1001556_HI_01;;01/08/2028;;
5;20240331;1;POS_1001562_HI_01;;26/03/2025;;
5;20240331;1;POS_1001564_HI_01;;26/03/2025;;
5;20240331;1;POS_1001566_HI_01;;26/03/2030;;
5;20240331;1;POS_1001567_HI_01;;26/03/2025;;
5;20240331;1;POS_1001576_HI_01;;01/04/2025;;
5;20240331;1;POS_1001576_HI_02;;01/04/2025;;
5;20240331;1;POS_1001581_HI_01;;01/07/2039;;
5;20240331;1;POS_1001582_HI_01;;01/04/2035;;
5;20240331;1;POS_1001586_HI_01;;01/04/2035;;
5;20240331;1;POS_1001590_HI_01;;01/04/2045;;
5;20240331;1;POS_1001590_HI_02;;01/04/2045;;
5;20240331;1;POS_1001595_HI_01;;01/04/2035;;
5;20240331;1;POS_1001598_HI_01;;23/04/2035;;
5;20240331;1;POS_1001621_HI_01;;01/04/2035;;
5;20240331;1;POS_1001622_HI_01;;27/04/2035;;
5;20240331;1;POS_1001628_HI_01;;03/05/2025;;
5;20240331;1;POS_1001635_HI_01;;01/05/2035;;
5;20240331;1;POS_1001636_HI_01;;10/05/2030;;
5;20240331;1;POS_1001639_HI_01;;12/05/2025;;
5;20240331;1;POS_1001644_HI_01;;01/06/2035;;
5;20240331;1;POS_1001644_HI_02;;01/06/2035;;
5;20240331;1;POS_1001646_HI_01;;01/05/2032;;
5;20240331;1;POS_1001652_HI_01;;18/05/2030;;
5;20240331;1;POS_1001663_HI_01;;01/05/2030;;
5;20240331;1;POS_1001663_HI_02;;01/05/2030;;
5;20240331;1;POS_1001663_HI_03;;01/05/2030;;
5;20240331;1;POS_1001667_HI_01;;01/06/2038;;
5;20240331;1;POS_1001673_HI_01;;27/05/2030;;
5;20240331;1;POS_1001676_HI_01;;01/11/2038;;
5;20240331;1;POS_1001677_HI_01;;01/03/2050;;
5;20240331;1;POS_1001684_HI_01;;01/06/2025;;
5;20240331;1;POS_1001685_HI_01;;01/06/2025;;
5;20240331;1;POS_1001687_HI_02;;01/06/2020;;
5;20240331;1;POS_1001692_HI_01;;01/06/2035;;
5;20240331;1;POS_1001695_HI_01;;01/11/2040;;
5;20240331;1;POS_1001699_HI_01;;01/06/2025;;
5;20240331;1;POS_1001710_HI_01;;01/06/2030;;
5;20240331;1;POS_1001712_HI_01;;01/06/2045;;
5;20240331;1;POS_1001718_HI_01;;01/06/2025;;
5;20240331;1;POS_1001718_HI_02;;01/06/2025;;
5;20240331;1;POS_1001724_HI_01;;24/06/2025;;
5;20240331;1;POS_1001736_HI_01;;25/06/2035;;
5;20240331;1;POS_1001737_HI_01;;29/06/2035;;
5;20240331;1;POS_1001744_HI_01;;30/06/2025;;
5;20240331;1;POS_1001748_HI_01;;05/07/2027;;
5;20240331;1;POS_1001756_HI_01;;01/07/2025;;
5;20240331;1;POS_1001761_HI_01;;01/07/2025;;
5;20240331;1;POS_1001763_HI_01;;09/07/2025;;
5;20240331;1;POS_1001764_HI_01;;13/07/2030;;
5;20240331;1;POS_1001766_HI_01;;01/11/2032;;
5;20240331;1;POS_1001769_HI_01;;01/12/2024;;
5;20240331;1;POS_1001799_HI_01;;01/12/2023;;
5;20240331;1;POS_1001806_HI_01;;01/04/2024;;
5;20240331;1;POS_1001807_HI_01;;01/03/2024;;
5;20240331;1;POS_1001815_HI_01;;01/07/2029;;
5;20240331;1;POS_1001816_HI_01;;01/08/2024;;
5;20240331;1;POS_1001818_HI_01;;01/03/2025;;
5;20240331;1;POS_1001818_HI_02;;01/03/2025;;
5;20240331;1;POS_1001821_HI_01;;01/12/2029;;
5;20240331;1;POS_1001821_HI_02;;01/12/2029;;
5;20240331;1;POS_1001828_HI_01;;01/12/2024;;
5;20240331;1;POS_1001829_HI_01;;01/12/2024;;
5;20240331;1;POS_1001829_HI_02;;01/12/2024;;
5;20240331;1;POS_1001831_HI_01;;01/01/2025;;
5;20240331;1;POS_1001833_HI_01;;01/03/2025;;
5;20240331;1;POS_1001835_HI_01;;01/05/2025;;
5;20240331;1;POS_1001840_HI_01;;01/07/2030;;
5;20240331;1;POS_1001840_HI_02;;01/07/2030;;
5;20240331;1;POS_1001842_HI_01;;01/05/2025;;
5;20240331;1;POS_1001843_HI_01;;01/11/2025;;
5;20240331;1;POS_1001844_HI_01;;01/04/2025;;
5;20240331;1;POS_1001846_HI_01;;01/08/2035;;
5;20240331;1;POS_1001853_HI_01;;01/07/2025;;
5;20240331;1;POS_1001853_HI_02;;01/07/2025;;
