STATUS;VALID_ON;LOT_TYPE_FK;IDE_POSITION_REF;CDE_C013;DTE_END_PROT;PRD_PRODUCT;AUDIT_INFO
5;20240331;1;POS_1010710_HI_01;;20/06/2025;;
5;20240331;1;POS_1010711_HI_01;;02/07/2034;;
5;20240331;1;POS_1010712_HI_01;;12/09/2027;;
5;20240331;1;POS_1010713_HI_01;;24/09/2026;;
5;20240331;1;POS_1010714_HI_01;;24/04/2026;;
5;20240331;1;POS_1010715_HI_01;;06/08/2029;;
5;20240331;1;POS_1010716_HI_01;;26/08/2034;;
5;20240331;1;POS_1010717_HI_01;;22/09/2029;;
5;20240331;1;POS_1010721_HI_01;;05/10/2027;;
5;20240331;1;POS_1010722_HI_01;;06/10/2029;;
5;20240331;1;POS_1010726_HI_01;;22/10/2034;;
5;20240331;1;POS_1010728_HI_01;;23/10/2024;;
5;20240331;1;POS_1010729_HI_01;;27/10/2029;;
5;20240331;1;POS_1010733_HI_01;;16/11/2029;;
5;20240331;1;POS_1010734_HI_01;;19/11/2029;;
5;20240331;1;POS_1010735_HI_01;;23/11/2035;;
5;20240331;1;POS_1010736_HI_01;;23/11/2029;;
5;20240331;1;POS_1010737_HI_01;;25/11/2024;;
5;20240331;1;POS_1010738_HI_01;;30/03/2025;;
5;20240331;1;POS_1010741_HI_01;;10/12/2029;;
5;20240331;1;POS_1010742_HI_01;;10/12/2029;;
5;20240331;1;POS_1010745_HI_01;;14/12/2031;;
5;20240331;1;POS_1010747_HI_01;;22/12/2033;;
5;20240331;1;POS_1010750_HI_01;;07/11/2030;;
5;20240331;1;POS_1010751_HI_01;;07/01/2030;;
5;20240331;1;POS_1010753_HI_01;;12/01/2030;;
5;20240331;1;POS_1010757_HI_01;;28/01/2030;;
5;20240331;1;POS_1010758_HI_01;;28/01/2035;;
5;20240331;1;POS_1010759_HI_01;;28/01/2025;;
5;20240331;1;POS_1010760_HI_01;;29/11/2026;;
5;20240331;1;POS_1010761_HI_01;;05/02/2035;;
5;20240331;1;POS_1010762_HI_01;;11/02/2033;;
5;20240331;1;POS_1010763_HI_01;;16/10/2027;;
5;20240331;1;POS_1010765_HI_01;;15/02/2030;;
5;20240331;1;POS_1010767_HI_01;;07/06/2026;;
5;20240331;1;POS_1010768_HI_01;;25/02/2030;;
5;20240331;1;POS_1010770_HI_01;;26/02/2035;;
5;20240331;1;POS_1010771_HI_01;;10/03/2030;;
5;20240331;1;POS_1010772_HI_01;;12/01/2028;;
5;20240331;1;POS_1010773_HI_01;;16/03/2032;;
5;20240331;1;POS_1010774_HI_01;;17/03/2035;;
5;20240331;1;POS_1010775_HI_01;;18/03/2027;;
5;20240331;1;POS_1010776_HI_01;;22/03/2025;;
5;20240331;1;POS_1010779_HI_01;;20/04/2035;;
5;20240331;1;POS_1010781_HI_01;;21/04/2024;;
5;20240331;1;POS_1010783_HI_01;;03/05/2030;;
5;20240331;1;POS_1010784_HI_01;;06/05/2030;;
5;20240331;1;POS_1010786_HI_01;;18/05/2030;;
5;20240331;1;POS_1010787_HI_01;;20/05/2040;;
5;20240331;1;POS_1010789_HI_01;;20/05/2035;;
5;20240331;1;POS_1010791_HI_01;;21/05/2035;;
5;20240331;1;POS_1010792_HI_01;;30/05/2030;;
5;20240331;1;POS_1010793_HI_01;;04/06/2025;;
5;20240331;1;POS_1010794_HI_01;;10/06/2030;;
5;20240331;1;POS_1010795_HI_01;;14/06/2027;;
5;20240331;1;POS_1010796_HI_01;;11/06/2040;;
5;20240331;1;POS_1010798_HI_01;;28/06/2030;;
5;20240331;1;POS_1010799_HI_01;;03/07/2030;;
5;20240331;1;POS_1010800_HI_01;;05/07/2030;;
5;20240331;1;POS_1010801_HI_01;;13/07/2025;;
5;20240331;1;POS_1010802_HI_01;;14/07/2030;;
5;20240331;1;POS_1010803_HI_01;;04/03/2024;;
5;20240331;1;POS_1010804_HI_01;;30/08/2030;;
5;20240331;1;POS_1010805_HI_01;;30/08/2040;;
5;20240331;1;POS_1010806_HI_01;;02/09/2033;;
5;20240331;1;POS_1010807_HI_01;;04/03/2025;;
5;20240331;1;POS_1010808_HI_01;;16/09/2030;;
5;20240331;1;POS_1010810_HI_01;;17/09/2032;;
5;20240331;1;POS_1010811_HI_01;;23/09/2029;;
5;20240331;1;POS_1010812_HI_01;;24/09/2032;;
5;20240331;1;POS_1010813_HI_01;;28/09/2028;;
5;20240331;1;POS_1010815_HI_01;;25/02/2032;;
5;20240331;1;POS_1010816_HI_01;;29/10/2030;;
5;20240331;1;POS_1010817_HI_01;;04/11/2033;;
5;20240331;1;POS_1010818_HI_01;;15/11/2032;;
5;20240331;1;POS_1010819_HI_01;;18/11/2030;;
5;20240331;1;POS_1010820_HI_01;;23/11/2026;;
5;20240331;1;POS_1010821_HI_01;;25/11/2025;;
5;20240331;1;POS_1010823_HI_01;;08/12/2030;;
5;20240331;1;POS_1010824_HI_01;;13/12/2035;;
5;20240331;1;POS_1010825_HI_01;;16/12/2030;;
5;20240331;1;POS_1010826_HI_01;;20/12/2035;;
5;20240331;1;POS_1010827_HI_01;;22/12/2030;;
5;20240331;1;POS_1010828_HI_01;;28/05/2026;;
5;20240331;1;POS_1010829_HI_01;;17/01/2031;;
5;20240331;1;POS_1010830_HI_01;;28/07/2025;;
5;20240331;1;POS_1010831_HI_01;;19/01/2026;;
5;20240331;1;POS_1010833_HI_01;;02/02/2029;;
5;20240331;1;POS_1010835_HI_01;;08/02/2029;;
5;20240331;1;POS_1010836_HI_01;;13/08/2030;;
5;20240331;1;POS_1010837_HI_01;;10/02/2031;;
5;20240331;1;POS_1010838_HI_01;;02/03/2032;;
5;20240331;1;POS_1010839_HI_01;;21/03/2034;;
5;20240331;1;POS_1010840_HI_01;;21/03/2036;;
5;20240331;1;POS_1010842_HI_01;;28/03/2033;;
5;20240331;1;POS_1010844_HI_01;;04/04/2026;;
5;20240331;1;POS_1010845_HI_01;;08/04/2036;;
5;20240331;1;POS_1010846_HI_01;;11/04/2036;;
5;20240331;1;POS_1010847_HI_01;;14/03/2027;;
5;20240331;1;POS_1010848_HI_01;;14/04/2036;;
5;20240331;1;POS_1010850_HI_01;;26/04/2036;;
5;20240331;1;POS_1010851_HI_01;;05/02/2025;;
5;20240331;1;POS_1010853_HI_01;;26/04/2041;;
5;20240331;1;POS_1010856_HI_01;;20/05/2029;;
5;20240331;1;POS_1010857_HI_01;;20/08/2029;;
5;20240331;1;POS_1010858_HI_01;;06/06/2026;;
5;20240331;1;POS_1010859_HI_01;;08/06/2041;;
5;20240331;1;POS_1010860_HI_01;;16/06/2041;;
5;20240331;1;POS_1010861_HI_01;;24/06/2029;;
5;20240331;1;POS_1010862_HI_01;;27/06/2031;;
5;20240331;1;POS_1010863_HI_01;;28/06/2031;;
5;20240331;1;POS_1010865_HI_01;;05/07/2031;;
5;20240331;1;POS_1010866_HI_01;;06/11/2025;;
5;20240331;1;POS_1010867_HI_01;;15/07/2036;;
5;20240331;1;POS_1010871_HI_01;;08/02/2026;;
5;20240331;1;POS_1010872_HI_01;;03/08/2031;;
5;20240331;1;POS_1010873_HI_01;;12/08/2031;;
5;20240331;1;POS_1010876_HI_01;;01/09/2033;;
5;20240331;1;POS_1010878_HI_01;;13/11/2025;;
5;20240331;1;POS_1010880_HI_01;;29/05/2027;;
5;20240331;1;POS_1010882_HI_01;;21/10/2031;;
5;20240331;1;POS_1010883_HI_01;;27/10/2029;;
5;20240331;1;POS_1010884_HI_01;;27/10/2026;;
5;20240331;1;POS_1010886_HI_01;;14/11/2031;;
5;20240331;1;POS_1010888_HI_01;;25/11/2031;;
5;20240331;1;POS_1010889_HI_01;;08/12/2031;;
5;20240331;1;POS_1010890_HI_01;;19/12/2028;;
5;20240331;1;POS_1010891_HI_01;;25/02/2024;;
5;20240331;1;POS_1010893_HI_01;;02/04/2031;;
5;20240331;1;POS_1010896_HI_01;;22/03/2028;;
5;20240331;1;POS_1010897_HI_01;;23/05/2026;;
5;20240331;1;POS_1010900_HI_01;;02/05/2031;;
5;20240331;1;POS_1010901_HI_01;;14/01/2026;;
5;20240331;1;POS_1010902_HI_01;;16/02/2035;;
5;20240331;1;POS_1010904_HI_01;;30/05/2028;;
5;20240331;1;POS_1010907_HI_01;;06/06/2027;;
5;20240331;1;POS_1010912_HI_01;;09/08/2030;;
5;20240331;1;POS_1010913_HI_01;;10/09/2032;;
5;20240331;1;POS_1010915_HI_01;;16/08/2030;;
5;20240331;1;POS_1010917_HI_01;;21/10/2027;;
5;20240331;1;POS_1010921_HI_01;;17/10/2026;;
5;20240331;1;POS_1010922_HI_01;;24/03/2027;;
5;20240331;1;POS_1010923_HI_01;;10/03/2025;;
5;20240331;1;POS_1010925_HI_01;;04/11/2028;;
5;20240331;1;POS_1010926_HI_01;;22/11/2028;;
5;20240331;1;POS_1010927_HI_01;;05/11/2026;;
5;20240331;1;POS_1010930_HI_01;;20/02/2029;;
5;20240331;1;POS_1010931_HI_01;;11/03/2029;;
5;20240331;1;POS_1010932_HI_01;;27/03/2034;;
5;20240331;1;POS_1010939_HI_01;;02/04/2024;;
5;20240331;1;POS_1010941_HI_01;;15/09/2029;;
5;20240331;1;POS_1010942_HI_01;;22/10/2029;;
5;20240331;1;POS_1010943_HI_01;;13/11/2024;;
5;20240331;1;POS_1010944_HI_01;;14/11/2029;;
5;20240331;1;POS_1010945_HI_01;;02/12/2026;;
5;20240331;1;POS_1010947_HI_01;;05/12/2029;;
5;20240331;1;POS_1010948_HI_01;;12/12/2029;;
5;20240331;1;POS_1010949_HI_01;;18/12/2029;;
5;20240331;1;POS_1010950_HI_01;;23/12/2024;;
5;20240331;1;POS_1010952_HI_01;;29/10/2029;;
5;20240331;1;POS_1010954_HI_01;;10/02/2025;;
5;20240331;1;POS_1010956_HI_01;;23/02/2028;;
5;20240331;1;POS_1010957_HI_01;;09/09/2024;;
5;20240331;1;POS_1010959_HI_01;;30/06/2029;;
5;20240331;1;POS_1010961_HI_01;;16/04/2035;;
5;20240331;1;POS_1010963_HI_01;;15/10/2029;;
5;20240331;1;POS_1010964_HI_01;;17/04/2030;;
5;20240331;1;POS_1010965_HI_01;;23/04/2030;;
5;20240331;1;POS_1010966_HI_01;;05/05/2030;;
5;20240331;1;POS_1010967_HI_01;;17/05/2029;;
5;20240331;1;POS_1010968_HI_01;;15/05/2035;;
5;20240331;1;POS_1010970_HI_01;;22/05/2030;;
5;20240331;1;POS_1010972_HI_01;;22/05/2030;;
5;20240331;1;POS_1010973_HI_01;;05/06/2035;;
5;20240331;1;POS_1010973_HI_02;;05/06/2035;;
5;20240331;1;POS_1010976_HI_01;;30/01/2025;;
5;20240331;1;POS_1010977_HI_01;;24/06/2030;;
5;20240331;1;POS_1010978_HI_01;;19/06/2027;;
5;20240331;1;POS_1010979_HI_01;;19/03/2029;;
5;20240331;1;POS_1010982_HI_01;;26/03/2028;;
5;20240331;1;POS_1010984_HI_01;;10/07/2029;;
5;20240331;1;POS_1010985_HI_01;;13/07/2030;;
5;20240331;1;POS_1010986_HI_01;;22/07/2035;;
5;20240331;1;POS_1010987_HI_01;;30/07/2030;;
5;20240331;1;POS_1010988_HI_01;;30/07/2027;;
5;20240331;1;POS_1010989_HI_01;;16/08/2040;;
5;20240331;1;POS_1010990_HI_01;;05/07/2027;;
5;20240331;1;POS_1010991_HI_01;;06/08/2025;;
5;20240331;1;POS_1010992_HI_01;;17/08/2035;;
5;20240331;1;POS_1010993_HI_01;;10/08/2030;;
5;20240331;1;POS_1010994_HI_01;;16/07/2027;;
5;20240331;1;POS_1010995_HI_01;;17/08/2025;;
5;20240331;1;POS_1010996_HI_01;;17/08/2030;;
5;20240331;1;POS_1010997_HI_01;;26/08/2030;;
5;20240331;1;POS_1010998_HI_01;;26/08/2030;;
5;20240331;1;POS_1010999_HI_01;;27/08/2025;;
5;20240331;1;POS_1011000_HI_01;;30/08/2030;;
5;20240331;1;POS_1011001_HI_01;;10/09/2030;;
5;20240331;1;POS_1011002_HI_01;;15/09/2030;;
5;20240331;1;POS_1011003_HI_01;;14/09/2030;;
5;20240331;1;POS_1011005_HI_01;;14/09/2030;;
5;20240331;1;POS_1011006_HI_01;;15/09/2025;;
5;20240331;1;POS_1011007_HI_01;;15/09/2035;;
5;20240331;1;POS_1011008_HI_01;;16/09/2030;;
5;20240331;1;POS_1011009_HI_01;;22/02/2031;;
5;20240331;1;POS_1011011_HI_01;;29/09/2030;;
5;20240331;1;POS_1011013_HI_01;;30/09/2030;;
5;20240331;1;POS_1011014_HI_01;;01/10/2030;;
5;20240331;1;POS_1011015_HI_01;;02/10/2028;;
5;20240331;1;POS_1011016_HI_01;;16/10/2035;;
5;20240331;1;POS_1011017_HI_01;;14/10/2040;;
5;20240331;1;POS_1011018_HI_01;;15/06/2031;;
5;20240331;1;POS_1011021_HI_01;;16/10/2035;;
5;20240331;1;POS_1011022_HI_01;;20/10/2030;;
5;20240331;1;POS_1011023_HI_01;;27/10/2035;;
5;20240331;1;POS_1011024_HI_01;;27/10/2035;;
5;20240331;1;POS_1011025_HI_01;;30/10/2030;;
5;20240331;1;POS_1011026_HI_01;;09/11/2035;;
5;20240331;1;POS_1011028_HI_01;;16/11/2032;;
5;20240331;1;POS_1011029_HI_01;;18/11/2030;;
5;20240331;1;POS_1011030_HI_01;;13/11/2029;;
5;20240331;1;POS_1011031_HI_01;;17/11/2030;;
5;20240331;1;POS_1011032_HI_01;;18/11/2035;;
5;20240331;1;POS_1011033_HI_01;;23/11/2030;;
5;20240331;1;POS_1011034_HI_01;;23/11/2030;;
5;20240331;1;POS_1011035_HI_01;;23/11/2035;;
5;20240331;1;POS_1011036_HI_01;;26/11/2033;;
5;20240331;1;POS_1011040_HI_01;;30/08/2027;;
5;20240331;1;POS_1011041_HI_01;;14/12/2030;;
5;20240331;1;POS_1011042_HI_01;;17/12/2025;;
5;20240331;1;POS_1011043_HI_01;;21/01/2031;;
5;20240331;1;POS_1011043_HI_02;;21/01/2031;;
5;20240331;1;POS_1011044_HI_01;;24/07/2035;;
5;20240331;1;POS_1011046_HI_01;;15/02/2031;;
5;20240331;1;POS_1011050_HI_01;;18/03/2031;;
5;20240331;1;POS_1011055_HI_01;;21/04/2025;;
5;20240331;1;POS_1011056_HI_01;;29/04/2026;;
5;20240331;1;POS_1011057_HI_01;;24/05/2031;;
5;20240331;1;POS_1011058_HI_01;;25/05/2026;;
5;20240331;1;POS_1011061_HI_01;;16/06/2029;;
5;20240331;1;POS_1011063_HI_01;;14/06/2031;;
5;20240331;1;POS_1011067_HI_01;;28/06/2031;;
5;20240331;1;POS_1011069_HI_01;;11/07/2036;;
5;20240331;1;POS_1011070_HI_01;;15/07/2036;;
5;20240331;1;POS_1011071_HI_01;;15/07/2026;;
5;20240331;1;POS_1011073_HI_01;;05/09/2024;;
5;20240331;1;POS_1011075_HI_01;;08/09/2031;;
5;20240331;1;POS_1011076_HI_01;;18/09/2025;;
5;20240331;1;POS_1011077_HI_01;;15/09/2028;;
5;20240331;1;POS_1011077_HI_02;;15/09/2028;;
5;20240331;1;POS_1011078_HI_01;;23/09/2031;;
5;20240331;1;POS_1011079_HI_01;;26/09/2036;;
5;20240331;1;POS_1011080_HI_01;;07/10/2026;;
5;20240331;1;POS_1011082_HI_01;;18/10/2026;;
5;20240331;1;POS_1011083_HI_01;;19/10/2031;;
5;20240331;1;POS_1011084_HI_01;;21/10/2026;;
5;20240331;1;POS_1011086_HI_01;;01/12/2032;;
5;20240331;1;POS_1011087_HI_01;;08/12/2031;;
5;20240331;1;POS_1011088_HI_01;;16/12/2036;;
5;20240331;1;POS_1011089_HI_01;;14/12/2031;;
5;20240331;1;POS_1011091_HI_01;;09/01/2032;;
5;20240331;1;POS_1011092_HI_01;;10/01/2024;;
5;20240331;1;POS_1011093_HI_01;;10/01/2032;;
5;20240331;1;POS_1011094_HI_01;;09/01/2032;;
5;20240331;1;POS_1011095_HI_01;;16/01/2037;;
5;20240331;1;POS_1011096_HI_01;;13/01/2032;;
5;20240331;1;POS_1011097_HI_01;;13/01/2032;;
5;20240331;1;POS_1011097_HI_02;;13/01/2032;;
5;20240331;1;POS_1011098_HI_01;;30/01/2037;;
5;20240331;1;POS_1011099_HI_01;;03/02/2037;;
5;20240331;1;POS_1011101_HI_01;;17/02/2037;;
5;20240331;1;POS_1011102_HI_01;;20/02/2037;;
5;20240331;1;POS_1011103_HI_01;;27/02/2032;;
5;20240331;1;POS_1011104_HI_01;;23/02/2032;;
5;20240331;1;POS_1011105_HI_01;;27/02/2037;;
5;20240331;1;POS_1011106_HI_01;;01/08/2035;;
5;20240331;1;POS_1011109_HI_01;;08/03/2032;;
5;20240331;1;POS_1011110_HI_01;;10/03/2037;;
5;20240331;1;POS_1011111_HI_01;;15/03/2032;;
5;20240331;1;POS_1011112_HI_01;;14/03/2037;;
5;20240331;1;POS_1011113_HI_01;;16/03/2035;;
5;20240331;1;POS_1011118_HI_01;;29/03/2032;;
5;20240331;1;POS_1011120_HI_01;;29/03/2037;;
5;20240331;1;POS_1011122_HI_01;;30/03/2037;;
5;20240331;1;POS_1011123_HI_01;;16/04/2032;;
5;20240331;1;POS_1011124_HI_01;;12/04/2027;;
5;20240331;1;POS_1011125_HI_01;;30/09/2031;;
5;20240331;1;POS_1011126_HI_01;;30/05/2032;;
5;20240331;1;POS_1011127_HI_01;;30/05/2027;;
5;20240331;1;POS_1011128_HI_01;;07/06/2025;;
5;20240331;1;POS_1011130_HI_01;;26/08/2031;;
5;20240331;1;POS_1011132_HI_01;;06/07/2032;;
5;20240331;1;POS_1011133_HI_01;;05/09/2032;;
5;20240331;1;POS_1011135_HI_01;;06/10/2032;;
5;20240331;1;POS_1011137_HI_01;;20/10/2032;;
5;20240331;1;POS_1011139_HI_01;;06/11/2032;;
5;20240331;1;POS_1011141_HI_01;;30/11/2025;;
5;20240331;1;POS_1011142_HI_01;;04/12/2027;;
5;20240331;1;POS_1011143_HI_01;;28/12/2032;;
5;20240331;1;POS_1011150_HI_01;;15/09/2037;;
5;20240331;1;POS_1011152_HI_01;;14/09/2029;;
5;20240331;1;POS_1011153_HI_01;;20/01/2030;;
5;20240331;1;POS_1011154_HI_01;;01/06/2031;;
5;20240331;1;POS_1011155_HI_01;;01/06/2031;;
5;20240331;1;POS_1011155_HI_02;;01/06/2031;;
5;20240331;1;POS_1011155_HI_03;;01/06/2031;;
5;20240331;1;POS_1011156_HI_01;;01/06/2031;;
5;20240331;1;POS_1011157_HI_01;;01/06/2033;;
5;20240331;1;POS_1011161_HI_01;;01/06/2031;;
5;20240331;1;POS_1011162_HI_01;;01/06/2036;;
5;20240331;1;POS_1011163_HI_01;;01/06/2043;;
5;20240331;1;POS_1011164_HI_01;;01/06/2051;;
5;20240331;1;POS_1011165_HI_01;;01/06/2046;;
5;20240331;1;POS_1011167_HI_01;;01/06/2041;;
5;20240331;1;POS_1011168_HI_01;;01/06/2031;;
5;20240331;1;POS_1011168_HI_02;;01/06/2031;;
5;20240331;1;POS_1011169_HI_01;;01/06/2031;;
5;20240331;1;POS_1011170_HI_01;;01/07/2023;;
5;20240331;1;POS_1011171_HI_01;;01/06/2031;;
5;20240331;1;POS_1011171_HI_02;;01/06/2031;;
5;20240331;1;POS_1011173_HI_01;;01/06/2031;;
5;20240331;1;POS_1011173_HI_02;;01/06/2031;;
5;20240331;1;POS_1011174_HI_01;;01/06/2026;;
5;20240331;1;POS_1011174_HI_02;;01/06/2026;;
5;20240331;1;POS_1011175_HI_01;;01/06/2046;;
5;20240331;1;POS_1011176_HI_01;;01/06/2031;;
5;20240331;1;POS_1011178_HI_01;;01/06/2028;;
5;20240331;1;POS_1011179_HI_01;;01/06/2041;;
5;20240331;1;POS_1011180_HI_01;;01/07/2031;;
5;20240331;1;POS_1011180_HI_02;;01/07/2031;;
5;20240331;1;POS_1011180_HI_03;;01/07/2031;;
5;20240331;1;POS_1011180_HI_04;;01/07/2031;;
5;20240331;1;POS_1011183_HI_01;;01/06/2041;;
5;20240331;1;POS_1011183_HI_02;;01/06/2041;;
5;20240331;1;POS_1011184_HI_01;;01/06/2031;;
5;20240331;1;POS_1011185_HI_01;;01/06/2031;;
5;20240331;1;POS_1011186_HI_01;;01/06/2041;;
5;20240331;1;POS_1011187_HI_01;;01/06/2036;;
5;20240331;1;POS_1011189_HI_01;;01/10/2043;;
5;20240331;1;POS_1011190_HI_01;;01/07/2051;;
5;20240331;1;POS_1011190_HI_02;;01/07/2051;;
5;20240331;1;POS_1011192_HI_02;;01/06/2046;;
5;20240331;1;POS_1011196_HI_01;;01/06/2041;;
5;20240331;1;POS_1011197_HI_01;;01/06/2036;;
5;20240331;1;POS_1011198_HI_01;;01/12/2031;;
5;20240331;1;POS_1011199_HI_01;;01/06/2031;;
5;20240331;1;POS_1011199_HI_02;;01/06/2031;;
5;20240331;1;POS_1011201_HI_01;;01/06/2031;;
5;20240331;1;POS_1011201_HI_02;;01/06/2031;;
5;20240331;1;POS_1011201_HI_03;;01/06/2031;;
5;20240331;1;POS_1011202_HI_01;;01/06/2028;;
5;20240331;1;POS_1011203_HI_01;;01/06/2026;;
5;20240331;1;POS_1011204_HI_01;;01/06/2031;;
5;20240331;1;POS_1011204_HI_02;;01/06/2031;;
5;20240331;1;POS_1011205_HI_01;;01/06/2026;;
5;20240331;1;POS_1011206_HI_01;;01/06/2031;;
5;20240331;1;POS_1011206_HI_02;;01/06/2031;;
5;20240331;1;POS_1011206_HI_03;;01/06/2031;;
5;20240331;1;POS_1011207_HI_01;;01/06/2026;;
5;20240331;1;POS_1011208_HI_01;;01/06/2031;;
5;20240331;1;POS_1011209_HI_01;;01/06/2041;;
5;20240331;1;POS_1011210_HI_01;;01/06/2031;;
5;20240331;1;POS_1011214_HI_01;;01/06/2036;;
5;20240331;1;POS_1011215_HI_01;;01/06/2041;;
5;20240331;1;POS_1011217_HI_01;;01/06/2031;;
5;20240331;1;POS_1011218_HI_01;;01/06/2051;;
5;20240331;1;POS_1011218_HI_02;;01/06/2051;;
5;20240331;1;POS_1011219_HI_01;;01/06/2041;;
5;20240331;1;POS_1011219_HI_02;;01/06/2041;;
5;20240331;1;POS_1011220_HI_01;;01/06/2031;;
5;20240331;1;POS_1011221_HI_01;;01/06/2031;;
5;20240331;1;POS_1011222_HI_01;;01/06/2031;;
5;20240331;1;POS_1011222_HI_02;;01/06/2031;;
5;20240331;1;POS_1011225_HI_01;;01/07/2036;;
5;20240331;1;POS_1011226_HI_01;;01/07/2031;;
5;20240331;1;POS_1011230_HI_01;;01/07/2036;;
5;20240331;1;POS_1011231_HI_01;;01/07/2024;;
5;20240331;1;POS_1011231_HI_02;;01/07/2024;;
5;20240331;1;POS_1011232_HI_01;;01/07/2041;;
5;20240331;1;POS_1011234_HI_01;;01/07/2053;;
5;20240331;1;POS_1011235_HI_01;;01/07/2031;;
5;20240331;1;POS_1011236_HI_01;;01/07/2041;;
5;20240331;1;POS_1011237_HI_01;;01/07/2046;;
5;20240331;1;POS_1011239_HI_01;;01/07/2031;;
5;20240331;1;POS_1011240_HI_01;;01/07/2041;;
5;20240331;1;POS_1011240_HI_02;;01/07/2041;;
5;20240331;1;POS_1011240_HI_03;;01/07/2041;;
5;20240331;1;POS_1011242_HI_01;;01/07/2026;;
5;20240331;1;POS_1011243_HI_01;;01/07/2041;;
5;20240331;1;POS_1011243_HI_02;;01/07/2041;;
5;20240331;1;POS_1011244_HI_01;;01/07/2048;;
5;20240331;1;POS_1011249_HI_01;;01/02/2023;;
5;20240331;1;POS_1011250_HI_01;;01/07/2031;;
5;20240331;1;POS_1011251_HI_01;;01/06/2043;;
5;20240331;1;POS_1011252_HI_01;;01/08/2031;;
5;20240331;1;POS_1011252_HI_02;;01/08/2031;;
5;20240331;1;POS_1011252_HI_03;;01/08/2031;;
5;20240331;1;POS_1011253_HI_01;;01/07/2033;;
5;20240331;1;POS_1011254_HI_01;;01/07/2041;;
5;20240331;1;POS_1011254_HI_02;;01/07/2041;;
5;20240331;1;POS_1011255_HI_01;;01/07/2046;;
5;20240331;1;POS_1011259_HI_01;;01/07/2031;;
5;20240331;1;POS_1011259_HI_02;;01/07/2031;;
5;20240331;1;POS_1011261_HI_01;;01/07/2031;;
5;20240331;1;POS_1011264_HI_01;;01/07/2041;;
5;20240331;1;POS_1011264_HI_02;;01/07/2041;;
5;20240331;1;POS_1011265_HI_01;;01/07/2041;;
5;20240331;1;POS_1011266_HI_01;;01/07/2032;;
5;20240331;1;POS_1011267_HI_01;;01/07/2031;;
5;20240331;1;POS_1011268_HI_01;;01/07/2041;;
5;20240331;1;POS_1011269_HI_01;;01/07/2029;;
5;20240331;1;POS_1011271_HI_01;;01/07/2031;;
5;20240331;1;POS_1011271_HI_02;;01/07/2031;;
5;20240331;1;POS_1011272_HI_01;;01/07/2031;;
5;20240331;1;POS_1011272_HI_02;;01/07/2031;;
5;20240331;1;POS_1011273_HI_01;;01/07/2031;;
5;20240331;1;POS_1011274_HI_01;;01/07/2031;;
5;20240331;1;POS_1011275_HI_01;;01/07/2031;;
5;20240331;1;POS_1011275_HI_02;;01/07/2031;;
5;20240331;1;POS_1011277_HI_01;;01/07/2031;;
5;20240331;1;POS_1011277_HI_02;;01/07/2031;;
5;20240331;1;POS_1011277_HI_03;;01/07/2031;;
5;20240331;1;POS_1011277_HI_04;;01/07/2031;;
5;20240331;1;POS_1011282_HI_01;;01/07/2041;;
5;20240331;1;POS_1011284_HI_01;;01/07/2036;;
5;20240331;1;POS_1011285_HI_01;;01/07/2041;;
5;20240331;1;POS_1011287_HI_01;;01/07/2031;;
5;20240331;1;POS_1011288_HI_01;;01/07/2026;;
5;20240331;1;POS_1011288_HI_02;;01/07/2026;;
5;20240331;1;POS_1011289_HI_01;;01/07/2031;;
5;20240331;1;POS_1011289_HI_02;;01/07/2031;;
5;20240331;1;POS_1011290_HI_01;;01/07/2036;;
5;20240331;1;POS_1011291_HI_01;;01/08/2041;;
5;20240331;1;POS_1011291_HI_02;;01/08/2041;;
5;20240331;1;POS_1011295_HI_01;;01/08/2036;;
5;20240331;1;POS_1011295_HI_02;;01/08/2036;;
5;20240331;1;POS_1011296_HI_01;;01/08/2031;;
5;20240331;1;POS_1011297_HI_01;;01/08/2051;;
5;20240331;1;POS_1011297_HI_02;;01/08/2051;;
5;20240331;1;POS_1011300_HI_01;;01/08/2031;;
5;20240331;1;POS_1011300_HI_02;;01/08/2031;;
5;20240331;1;POS_1011300_HI_03;;01/08/2031;;
5;20240331;1;POS_1011301_HI_01;;01/09/2023;;
5;20240331;1;POS_1011302_HI_01;;01/08/2031;;
5;20240331;1;POS_1011302_HI_02;;01/08/2031;;
5;20240331;1;POS_1011302_HI_03;;01/08/2031;;
5;20240331;1;POS_1011302_HI_04;;01/08/2031;;
5;20240331;1;POS_1011304_HI_01;;01/08/2031;;
5;20240331;1;POS_1011305_HI_01;;01/08/2031;;
5;20240331;1;POS_1011306_HI_01;;01/08/2031;;
5;20240331;1;POS_1011307_HI_01;;01/08/2031;;
5;20240331;1;POS_1011308_HI_01;;11/08/2026;;
5;20240331;1;POS_1011309_HI_01;;01/08/2041;;
5;20240331;1;POS_1011311_HI_01;;01/08/2046;;
5;20240331;1;POS_1011312_HI_01;;01/08/2041;;
5;20240331;1;POS_1011313_HI_01;;01/08/2031;;
5;20240331;1;POS_1011315_HI_01;;01/08/2026;;
5;20240331;1;POS_1011316_HI_01;;01/08/2031;;
5;20240331;1;POS_1011316_HI_02;;01/08/2031;;
5;20240331;1;POS_1011317_HI_01;;01/09/2036;;
5;20240331;1;POS_1011317_HI_02;;01/09/2036;;
5;20240331;1;POS_1011319_HI_01;;01/08/2041;;
5;20240331;1;POS_1011319_HI_02;;01/08/2041;;
5;20240331;1;POS_1011320_HI_01;;01/08/2051;;
